,Year,Week,Position,Player,Team,Rank,G,REC,YDS,Y/R,YBC,YBC/R,AIR,AIR/R,YAC,YAC/R,YACON,YACON/R,BRKTKL,TGT,% TM,CATCHABLE,DROP,RZ TGT,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG
0,2021,1,TE,Rob Gronkowski,FA,1,1,8,90,11.3,53,6.6,0,0.0,37,4.6,9,1.1,0,8,0.0,8,0,2,4,2,0,0,0,20
1,2021,1,TE,Travis Kelce,KC,2,1,6,76,12.7,45,7.5,0,0.0,31,5.2,11,1.8,2,7,0.0,6,0,2,4,0,0,0,0,19
2,2021,1,TE,T.J. Hockenson,MIN,3,1,8,97,12.1,51,6.4,0,0.0,46,5.8,6,0.8,1,11,0.0,8,0,2,6,2,0,0,0,23
3,2021,1,TE,Darren Waller,NYG,4,1,10,105,10.5,65,6.5,0,0.0,40,4.0,21,2.1,1,19,0.0,12,2,2,5,1,0,0,0,24
4,2021,1,TE,Juwan Johnson,NO,5,1,3,21,7.0,4,1.3,0,0.0,17,5.7,1,0.3,0,3,0.0,3,0,2,1,0,0,0,0,12
5,2021,1,TE,Dallas Goedert,PHI,6,1,4,42,10.5,24,6.0,0,0.0,18,4.5,0,0.0,0,5,0.0,4,0,2,2,0,0,0,0,13
6,2021,1,TE,Logan Thomas,FA,7,1,3,30,10.0,17,5.7,0,0.0,13,4.3,0,0.0,0,3,0.0,3,0,1,2,0,0,0,0,12
7,2021,1,TE,Chris Manhertz,NYG,8,1,1,22,22.0,18,18.0,0,0.0,4,4.0,0,0.0,0,1,0.0,1,0,0,1,1,0,0,0,22
8,2021,1,TE,Gerald Everett,CHI,9,1,2,20,10.0,0,0.0,0,0.0,20,10.0,3,1.5,0,2,0.0,2,0,1,1,0,0,0,0,11
9,2021,1,TE,George Kittle,SF,10,1,4,78,19.5,21,5.3,0,0.0,57,14.3,3,0.8,1,5,0.0,4,0,0,3,2,1,0,0,35
10,2021,1,TE,David Njoku,CLE,11,1,3,76,25.3,55,18.3,0,0.0,21,7.0,3,1.0,0,5,0.0,3,0,1,2,2,2,1,0,43
11,2021,1,TE,Tyler Higbee,LAR,12,1,5,68,13.6,23,4.6,0,0.0,45,9.0,13,2.6,0,6,0.0,5,0,1,2,1,1,0,0,37
12,2021,1,TE,Pharaoh Brown,SEA,13,1,4,67,16.8,33,8.3,0,0.0,34,8.5,27,6.8,1,5,0.0,4,0,0,3,2,0,0,0,29
13,2021,1,TE,Noah Fant,SEA,14,1,6,62,10.3,37,6.2,0,0.0,25,4.2,12,2.0,0,8,0.0,6,0,2,2,1,0,0,0,25
14,2021,1,TE,Albert Okwuegbunam Jr.,PHI,15,1,3,16,5.3,2,0.7,0,0.0,14,4.7,9,3.0,0,3,0.0,3,0,2,0,0,0,0,0,6
15,2021,1,TE,Jared Cook,FA,16,1,5,56,11.2,30,6.0,0,0.0,26,5.2,3,0.6,0,8,0.0,5,0,2,3,1,0,0,0,23
16,2021,1,TE,James O'Shaughnessy,FA,17,1,6,48,8.0,25,4.2,0,0.0,23,3.8,4,0.7,1,8,0.0,7,1,0,1,1,0,0,0,22
17,2021,1,TE,Jonnu Smith,MIA,18,1,5,42,8.4,18,3.6,0,0.0,24,4.8,10,2.0,0,5,0.0,5,0,1,2,0,0,0,0,11
18,2021,1,TE,Dalton Schultz,HOU,19,1,6,45,7.5,14,2.3,0,0.0,31,5.2,10,1.7,2,6,0.0,6,0,0,2,0,0,0,0,16
19,2021,1,TE,Cole Kmet,CHI,20,1,5,42,8.4,16,3.2,0,0.0,26,5.2,12,2.4,1,7,0.0,6,1,0,3,0,0,0,0,10
20,2021,1,TE,Dawson Knox,BUF,21,1,4,41,10.3,23,5.8,0,0.0,18,4.5,3,0.8,0,4,0.0,4,0,0,3,0,0,0,0,13
21,2021,1,TE,Tyler Conklin,NYJ,22,1,4,41,10.3,31,7.8,0,0.0,10,2.5,1,0.3,0,4,0.0,4,0,0,1,1,0,0,0,27
22,2021,1,TE,Will Dissly,LAC,23,1,3,37,12.3,20,6.7,0,0.0,17,5.7,7,2.3,1,3,0.0,3,0,0,1,1,0,0,0,22
23,2021,1,TE,C.J. Uzomah,PHI,24,1,2,35,17.5,15,7.5,0,0.0,20,10.0,9,4.5,0,2,0.0,2,0,0,1,1,1,0,0,32
24,2021,1,TE,Zach Ertz,WAS,25,1,2,34,17.0,31,15.5,0,0.0,3,1.5,0,0.0,0,2,0.0,2,0,0,1,1,0,0,0,28
25,2021,1,TE,Hunter Henry,NE,26,1,3,31,10.3,24,8.0,0,0.0,7,2.3,3,1.0,0,3,0.0,3,0,0,1,0,0,0,0,16
26,2021,1,TE,Kyle Pitts,ATL,27,1,4,31,7.8,29,7.3,0,0.0,2,0.5,0,0.0,0,8,0.0,4,0,1,1,0,0,0,0,18
27,2021,1,TE,Hayden Hurst,LAC,28,1,4,28,7.0,10,2.5,0,0.0,18,4.5,0,0.0,0,4,0.0,4,0,1,0,0,0,0,0,9
28,2021,1,TE,Austin Hooper,NE,29,1,3,27,9.0,16,5.3,0,0.0,11,3.7,0,0.0,0,3,0.0,3,0,1,1,0,0,0,0,14
29,2021,1,TE,Tyler Kroft,MIA,30,1,3,26,8.7,12,4.0,0,0.0,14,4.7,5,1.7,0,5,0.0,3,0,0,2,0,0,0,0,10
30,2021,1,TE,Pat Freiermuth,PIT,31,1,1,24,24.0,15,15.0,0,0.0,9,9.0,0,0.0,0,1,0.0,1,0,0,1,1,0,0,0,24
31,2021,1,TE,Ryan Griffin,FA,32,1,3,22,7.3,11,3.7,0,0.0,11,3.7,3,1.0,0,6,0.0,3,0,0,0,0,0,0,0,8
32,2021,1,TE,Jack Doyle,FA,33,1,3,21,7.0,12,4.0,0,0.0,9,3.0,0,0.0,0,4,0.0,3,0,0,0,0,0,0,0,9
33,2021,1,TE,Mark Andrews,BAL,34,1,3,20,6.7,19,6.3,0,0.0,1,0.3,0,0.0,0,5,0.0,3,0,0,1,0,0,0,0,10
34,2021,1,TE,Blake Jarwin,FA,35,1,3,20,6.7,15,5.0,0,0.0,5,1.7,2,0.7,0,3,0.0,3,0,0,0,0,0,0,0,7
35,2021,1,TE,Anthony Firkser,DET,36,1,3,19,6.3,14,4.7,0,0.0,5,1.7,0,0.0,0,4,0.0,4,0,0,1,0,0,0,0,11
36,2021,1,TE,Eric Ebron,FA,37,1,1,19,19.0,17,17.0,0,0.0,2,2.0,0,0.0,0,2,0.0,1,0,1,1,0,0,0,0,19
37,2021,1,TE,Marcedes Lewis,CHI,38,1,1,19,19.0,5,5.0,0,0.0,14,14.0,0,0.0,0,1,0.0,1,0,0,1,0,0,0,0,19
38,2021,1,TE,Adam Trautman,DEN,39,1,3,18,6.0,7,2.3,0,0.0,11,3.7,5,1.7,0,6,0.0,5,2,0,0,0,0,0,0,8
39,2021,1,TE,Harrison Bryant,LV,40,1,1,17,17.0,2,2.0,0,0.0,15,15.0,0,0.0,0,2,0.0,1,0,0,1,0,0,0,0,17
40,2021,1,TE,Ian Thomas,CAR,41,1,1,17,17.0,2,2.0,0,0.0,15,15.0,2,2.0,0,2,0.0,1,0,1,1,0,0,0,0,17
41,2021,1,TE,Jimmy Graham,NO,42,1,1,11,11.0,10,10.0,0,0.0,1,1.0,1,1.0,0,2,0.0,1,0,1,1,0,0,0,0,11
42,2021,1,TE,Durham Smythe,MIA,43,1,1,9,9.0,3,3.0,0,0.0,6,6.0,1,1.0,0,2,0.0,2,1,0,0,0,0,0,0,9
43,2021,1,TE,Robert Tonyan,CHI,44,1,2,8,4.0,-2,-1.0,0,0.0,10,5.0,1,0.5,0,4,0.0,3,1,1,0,0,0,0,0,5
44,2021,1,TE,Kyle Rudolph,FA,45,1,2,8,4.0,7,3.5,0,0.0,1,0.5,0,0.0,0,5,0.0,2,0,2,0,0,0,0,0,6
45,2021,1,TE,Eric Saubert,SF,46,1,1,7,7.0,-1,-1.0,0,0.0,8,8.0,0,0.0,2,2,0.0,2,1,0,0,0,0,0,0,7
46,2021,1,TE,Dan Arnold,FA,47,1,2,6,3.0,3,1.5,0,0.0,3,1.5,0,0.0,0,3,0.0,2,0,0,0,0,0,0,0,5
47,2021,1,TE,Blake Bell,KC,48,1,1,3,3.0,1,1.0,0,0.0,2,2.0,0,0.0,0,1,0.0,1,0,0,0,0,0,0,0,3
48,2021,1,TE,Darren Fells,FA,49,1,1,2,2.0,0,0.0,0,0.0,2,2.0,0,0.0,0,1,0.0,1,0,0,0,0,0,0,0,2
49,2021,1,TE,Stephen Anderson,LAC,50,1,1,1,1.0,-1,-1.0,0,0.0,2,2.0,0,0.0,0,2,0.0,1,0,0,0,0,0,0,0,1
50,2021,1,TE,Mo Alie-Cox,IND,51,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2,0.0,0,0,0,0,0,0,0,0,0
51,2021,1,TE,Zach Gentry,LV,52,1,1,-2,-2.0,-2,-2.0,0,0.0,0,0.0,0,0.0,0,1,0.0,1,0,0,0,0,0,0,0,0
52,2021,1,TE,Jacob Harris,PHI,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
53,2021,1,TE,Brevin Jordan,HOU,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
54,2021,1,TE,Sean McKeon,DAL,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
55,2021,1,TE,Kevin Rader,TEN,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
56,2021,1,TE,Brock Wright,DET,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
57,2021,1,TE,Tyler Davis,GB,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
58,2021,1,TE,Hunter Long,LAR,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
59,2021,1,TE,Charlie Woerner,ATL,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
60,2021,1,TE,Jesper Horsted,LV,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
61,2021,1,TE,Colby Parkinson,LAR,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
62,2021,1,TE,Trevon Wesco,TEN,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
63,2021,1,TE,Kylen Granson,IND,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
64,2021,1,TE,Kenny Yeboah,NYJ,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
65,2021,1,TE,Mitchell Wilcox,NE,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
66,2021,1,TE,Noah Togiai,PHI,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
67,2021,1,TE,Stephen Sullivan,CAR,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
68,2021,1,TE,Andrew Beck,HOU,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
69,2021,1,TE,Miller Forristall,LAR,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
70,2021,1,TE,Brycen Hopkins,LAR,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
71,2021,1,TE,Shane Zylstra,DET,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
72,2021,1,TE,Nick Vannett,LAC,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
73,2021,1,TE,Tyree Jackson,NYG,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
74,2021,1,TE,Tre' McKitty,BUF,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
75,2021,1,TE,Ross Dwelley,SF,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
76,2021,1,TE,Noah Gray,KC,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
77,2021,1,TE,Maxx Williams,FA,78,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1,0.0,0,0,0,0,0,0,0,0,0
78,2021,1,TE,John Bates,WAS,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
79,2021,1,TE,Jack Stoll,NYG,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
80,2021,1,TE,Jordan Akins,CLE,81,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2,0.0,0,0,2,0,0,0,0,0,0
81,2021,1,TE,Mike Gesicki,CIN,82,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,3,0.0,0,1,0,0,0,0,0,0,0
82,2021,1,TE,Daniel Brown,FA,83,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0
83,2021,1,TE,Jared Pinkney,FA,84,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0
84,2021,1,TE,Donald Parham Jr.,LAC,85,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1,0.0,0,0,1,0,0,0,0,0,0
85,2021,1,TE,Josh Oliver,MIN,86,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1,0.0,0,0,1,0,0,0,0,0,0
86,2021,1,TE,Geoff Swaim,ARI,87,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1,0.0,0,0,1,0,0,0,0,0,0
87,2021,1,TE,Tommy Tremble,CAR,88,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0
88,2021,1,TE,Johnny Mundt,MIN,89,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0
89,2021,1,TE,Darrell Daniels,FA,90,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0
90,2021,1,TE,Eric Tomlinson,IND,91,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0
91,2021,1,TE,Chris Herndon IV,FA,92,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2,0.0,0,1,0,0,0,0,0,0,0
92,2021,1,TE,Kaden Smith,FA,93,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0
93,2021,1,TE,Dominique Dafney,FA,94,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0
94,2021,1,TE,Parker Hesse,ATL,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
95,2021,1,TE,MyCole Pruitt,PIT,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
96,2021,1,TE,Evan Engram,JAC,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
97,2021,1,TE,Demetrius Harris,FA,98,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,3,0.0,0,0,1,0,0,0,0,0,0
98,2021,1,TE,Josiah Deguara,JAC,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
99,2021,1,TE,Drew Sample,CIN,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
100,2021,1,TE,Foster Moreau,NO,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
101,2021,1,TE,Luke Farrell,JAC,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
102,2021,1,TE,Giovanni Ricci,CLE,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
103,2021,1,TE,Tommy Hudson,NO,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
104,2021,1,TE,Taysom Hill,NO,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
105,2021,2,TE,Travis Kelce,KC,1,1,7,109,15.6,22,3.1,0,0.0,87,12.4,48,6.9,1,8,0.0,7,0,0,5,1,1,1,0,46
106,2021,2,TE,Rob Gronkowski,FA,2,1,4,39,9.8,27,6.8,0,0.0,12,3.0,8,2.0,1,5,0.0,4,0,1,1,1,0,0,0,20
107,2021,2,TE,T.J. Hockenson,MIN,3,1,8,66,8.3,39,4.9,0,0.0,27,3.4,2,0.3,0,9,0.0,8,0,1,2,1,0,0,0,20
108,2021,2,TE,Robert Tonyan,CHI,4,1,3,52,17.3,15,5.0,0,0.0,37,12.3,5,1.7,0,3,0.0,3,0,0,3,1,0,0,0,22
109,2021,2,TE,Foster Moreau,NO,5,1,2,34,17.0,30,15.0,0,0.0,4,2.0,0,0.0,0,3,0.0,2,0,1,1,1,0,0,0,25
110,2021,2,TE,Maxx Williams,FA,6,1,7,94,13.4,37,5.3,0,0.0,57,8.1,30,4.3,0,7,0.0,7,0,0,3,2,1,0,0,34
111,2021,2,TE,Noah Fant,SEA,7,1,4,33,8.3,18,4.5,0,0.0,15,3.8,8,2.0,0,6,0.0,4,0,1,1,0,0,0,0,14
112,2021,2,TE,Jack Doyle,FA,8,1,5,64,12.8,18,3.6,0,0.0,46,9.2,0,0.0,0,8,0.0,5,0,3,3,1,1,0,0,34
113,2021,2,TE,Ricky Seals-Jones,FA,9,1,1,19,19.0,19,19.0,0,0.0,0,0.0,0,0.0,0,1,0.0,1,0,1,1,0,0,0,0,19
114,2021,2,TE,Dawson Knox,BUF,10,1,2,17,8.5,8,4.0,0,0.0,9,4.5,0,0.0,0,3,0.0,2,0,1,0,0,0,0,0,9
115,2021,2,TE,Kyle Pitts,ATL,11,1,5,73,14.6,39,7.8,0,0.0,34,6.8,12,2.4,0,6,0.0,5,0,1,3,2,0,0,0,24
116,2021,2,TE,Darren Waller,NYG,12,1,5,65,13.0,50,10.0,0,0.0,15,3.0,6,1.2,0,7,0.0,5,0,3,3,1,0,0,0,25
117,2021,2,TE,Mark Andrews,BAL,13,1,5,57,11.4,30,6.0,0,0.0,27,5.4,5,1.0,0,5,0.0,5,0,0,3,1,0,0,0,20
118,2021,2,TE,Dan Arnold,FA,14,1,3,55,18.3,37,12.3,0,0.0,18,6.0,4,1.3,0,4,0.0,3,0,0,3,0,0,0,0,19
119,2021,2,TE,Harrison Bryant,LV,15,1,4,49,12.3,38,9.5,0,0.0,11,2.8,9,2.3,0,4,0.0,4,0,0,1,1,0,0,0,29
120,2021,2,TE,Logan Thomas,FA,16,1,5,45,9.0,29,5.8,0,0.0,16,3.2,3,0.6,0,7,0.0,5,0,0,1,1,0,0,0,24
121,2021,2,TE,MyCole Pruitt,PIT,17,1,3,43,14.3,27,9.0,0,0.0,16,5.3,1,0.3,0,3,0.0,3,0,0,2,1,0,0,0,22
122,2021,2,TE,Hunter Henry,NE,18,1,2,42,21.0,20,10.0,0,0.0,22,11.0,2,1.0,0,4,0.0,2,0,1,2,1,1,0,0,32
123,2021,2,TE,Mike Gesicki,CIN,19,1,3,41,13.7,34,11.3,0,0.0,7,2.3,2,0.7,0,6,0.0,3,0,0,3,0,0,0,0,18
124,2021,2,TE,Austin Hooper,NE,20,1,5,40,8.0,17,3.4,0,0.0,23,4.6,8,1.6,0,5,0.0,5,0,1,2,0,0,0,0,13
125,2021,2,TE,Blake Jarwin,FA,21,1,3,37,12.3,24,8.0,0,0.0,13,4.3,6,2.0,0,4,0.0,3,0,1,2,1,0,0,0,20
126,2021,2,TE,Pat Freiermuth,PIT,22,1,4,36,9.0,22,5.5,0,0.0,14,3.5,5,1.3,0,4,0.0,4,0,0,1,0,0,0,0,14
127,2021,2,TE,Jonnu Smith,MIA,23,1,4,28,7.0,4,1.0,0,0.0,24,6.0,0,0.0,0,5,0.0,5,1,0,1,0,0,0,0,19
128,2021,2,TE,Jared Cook,FA,24,1,3,28,9.3,11,3.7,0,0.0,17,5.7,5,1.7,0,5,0.0,4,1,1,2,0,0,0,0,12
129,2021,2,TE,Kyle Rudolph,FA,25,1,2,25,12.5,23,11.5,0,0.0,2,1.0,0,0.0,0,2,0.0,2,0,0,2,0,0,0,0,13
130,2021,2,TE,Kaden Smith,FA,26,1,2,24,12.0,17,8.5,0,0.0,7,3.5,0,0.0,0,2,0.0,2,0,0,1,1,0,0,0,21
131,2021,2,TE,Albert Okwuegbunam Jr.,PHI,27,1,4,24,6.0,9,2.3,0,0.0,15,3.8,8,2.0,0,4,0.0,4,0,0,1,0,0,0,0,14
132,2021,2,TE,James O'Shaughnessy,FA,28,1,1,24,24.0,20,20.0,0,0.0,4,4.0,1,1.0,0,1,0.0,1,0,0,1,1,0,0,0,24
133,2021,2,TE,Dallas Goedert,PHI,29,1,2,24,12.0,6,3.0,0,0.0,18,9.0,2,1.0,1,2,0.0,2,0,1,2,0,0,0,0,14
134,2021,2,TE,Juwan Johnson,NO,30,1,1,23,23.0,20,20.0,0,0.0,3,3.0,0,0.0,0,3,0.0,1,0,0,1,1,0,0,0,23
135,2021,2,TE,O.J. Howard,FA,31,1,1,21,21.0,19,19.0,0,0.0,2,2.0,1,1.0,0,1,0.0,1,0,0,1,1,0,0,0,21
136,2021,2,TE,Blake Bell,KC,32,1,1,20,20.0,-3,-3.0,0,0.0,23,23.0,2,2.0,0,1,0.0,1,0,0,1,1,0,0,0,20
137,2021,2,TE,David Njoku,CLE,33,1,2,18,9.0,4,2.0,0,0.0,14,7.0,2,1.0,0,3,0.0,2,0,1,1,0,0,0,0,11
138,2021,2,TE,Dalton Schultz,HOU,34,1,2,18,9.0,9,4.5,0,0.0,9,4.5,7,3.5,0,2,0.0,2,0,0,1,0,0,0,0,11
139,2021,2,TE,Mo Alie-Cox,IND,35,1,1,18,18.0,5,5.0,0,0.0,13,13.0,9,9.0,1,2,0.0,1,0,0,1,0,0,0,0,18
140,2021,2,TE,George Kittle,SF,36,1,4,17,4.3,-6,-1.5,0,0.0,23,5.8,5,1.3,1,4,0.0,4,0,0,0,0,0,0,0,8
141,2021,2,TE,Jordan Akins,CLE,37,1,1,17,17.0,10,10.0,0,0.0,7,7.0,7,7.0,0,2,0.0,2,1,0,1,0,0,0,0,17
142,2021,2,TE,Tyler Conklin,NYJ,38,1,2,15,7.5,-3,-1.5,0,0.0,18,9.0,3,1.5,0,4,0.0,2,0,0,0,0,0,0,0,9
143,2021,2,TE,Tommy Hudson,NO,39,1,1,14,14.0,0,0.0,0,0.0,14,14.0,0,0.0,0,2,0.0,1,0,0,1,0,0,0,0,14
144,2021,2,TE,Derek Carrier,FA,40,1,2,13,6.5,7,3.5,0,0.0,6,3.0,0,0.0,0,2,0.0,2,0,0,0,0,0,0,0,9
145,2021,2,TE,Geoff Swaim,ARI,41,1,2,10,5.0,10,5.0,0,0.0,0,0.0,0,0.0,0,2,0.0,2,0,0,0,0,0,0,0,5
146,2021,2,TE,Ryan Griffin,FA,42,1,2,10,5.0,6,3.0,0,0.0,4,2.0,0,0.0,0,2,0.0,2,0,0,0,0,0,0,0,5
147,2021,2,TE,Stephen Anderson,LAC,43,1,2,9,4.5,3,1.5,0,0.0,6,3.0,2,1.0,0,2,0.0,2,0,0,0,0,0,0,0,7
148,2021,2,TE,Josh Oliver,MIN,44,1,1,9,9.0,5,5.0,0,0.0,4,4.0,4,4.0,0,1,0.0,1,0,1,0,0,0,0,0,9
149,2021,2,TE,Lee Smith,FA,45,1,1,9,9.0,6,6.0,0,0.0,3,3.0,0,0.0,0,1,0.0,1,0,0,0,0,0,0,0,9
150,2021,2,TE,Cethan Carter,FA,46,1,1,8,8.0,7,7.0,0,0.0,1,1.0,0,0.0,0,1,0.0,1,0,0,0,0,0,0,0,8
151,2021,2,TE,Tyler Higbee,LAR,47,1,1,8,8.0,5,5.0,0,0.0,3,3.0,1,1.0,0,1,0.0,1,0,0,0,0,0,0,0,8
152,2021,2,TE,Tyler Kroft,MIA,48,1,1,8,8.0,3,3.0,0,0.0,5,5.0,0,0.0,0,2,0.0,1,0,0,0,0,0,0,0,8
153,2021,2,TE,Cameron Brate,FA,49,1,1,8,8.0,7,7.0,0,0.0,1,1.0,0,0.0,0,1,0.0,1,0,1,0,0,0,0,0,8
154,2021,2,TE,Eric Saubert,SF,50,1,1,7,7.0,0,0.0,0,0.0,7,7.0,0,0.0,0,1,0.0,1,0,0,0,0,0,0,0,7
155,2021,2,TE,Ian Thomas,CAR,51,1,1,7,7.0,-1,-1.0,0,0.0,8,8.0,3,3.0,1,2,0.0,2,1,0,0,0,0,0,0,7
156,2021,2,TE,Luke Farrell,JAC,52,1,1,6,6.0,6,6.0,0,0.0,0,0.0,0,0.0,0,2,0.0,1,0,0,0,0,0,0,0,6
157,2021,2,TE,Hayden Hurst,LAC,53,1,1,6,6.0,6,6.0,0,0.0,0,0.0,0,0.0,0,1,0.0,1,0,0,0,0,0,0,0,6
158,2021,2,TE,Zach Ertz,WAS,54,1,1,6,6.0,6,6.0,0,0.0,0,0.0,0,0.0,0,2,0.0,1,0,1,0,0,0,0,0,6
159,2021,2,TE,C.J. Uzomah,PHI,55,1,2,4,2.0,-1,-0.5,0,0.0,5,2.5,3,1.5,1,2,0.0,2,0,0,0,0,0,0,0,3
160,2021,2,TE,Gerald Everett,CHI,56,1,1,3,3.0,3,3.0,0,0.0,0,0.0,0,0.0,0,2,0.0,1,0,0,0,0,0,0,0,3
161,2021,2,TE,Jesper Horsted,LV,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
162,2021,2,TE,Colby Parkinson,LAR,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
163,2021,2,TE,Tyler Davis,GB,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
164,2021,2,TE,Hunter Long,LAR,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
165,2021,2,TE,Charlie Woerner,ATL,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
166,2021,2,TE,Trevon Wesco,TEN,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
167,2021,2,TE,Brock Wright,DET,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
168,2021,2,TE,Brevin Jordan,HOU,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
