,Year,Week,Position,Player,Team,Rank,G,REC,YDS,Y/R,YBC,YBC/R,AIR,AIR/R,YAC,YAC/R,YACON,YACON/R,BRKTKL,TGT,% TM,CATCHABLE,DROP,RZ TGT,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG
3168,2022,12,TE,T.J. Hockenson,MIN,5,1,5,43,8.6,23,4.6,0,0.0,20,4.0,4,0.8,0,6,0.0,5,0,2,3,0,0,0,0,14
3169,2022,12,TE,Jordan Akins,CLE,6,1,5,61,12.2,16,3.2,0,0.0,45,9.0,3,0.6,0,5,0.0,5,0,1,4,1,0,0,0,25
3170,2022,12,TE,Jelani Woods,IND,7,1,8,98,12.3,66,8.3,0,0.0,32,4.0,12,1.5,0,9,0.0,9,1,1,4,1,0,0,0,28
3171,2022,12,TE,Foster Moreau,NO,8,1,3,33,11.0,22,7.3,0,0.0,11,3.7,5,1.7,0,7,0.0,4,1,2,2,0,0,0,0,17
3172,2022,12,TE,David Njoku,CLE,9,1,5,29,5.8,13,2.6,0,0.0,16,3.2,0,0.0,0,7,0.0,6,1,2,1,0,0,0,0,12
3173,2022,12,TE,John Bates,WAS,10,1,3,24,8.0,20,6.7,0,0.0,4,1.3,0,0.0,0,4,0.0,3,0,2,1,0,0,0,0,16
3174,2022,12,TE,Mark Andrews,BAL,11,1,4,50,12.5,35,8.8,0,0.0,15,3.8,8,2.0,0,7,0.0,5,1,2,2,1,0,0,0,25
3175,2022,12,TE,MyCole Pruitt,PIT,12,1,2,9,4.5,1,0.5,0,0.0,8,4.0,0,0.0,0,3,0.0,2,0,1,0,0,0,0,0,5
3176,2022,12,TE,Ko Kieft,TB,13,1,1,5,5.0,2,2.0,0,0.0,3,3.0,0,0.0,0,1,0.0,1,0,1,0,0,0,0,0,5
3177,2022,12,TE,Durham Smythe,MIA,14,1,1,4,4.0,4,4.0,0,0.0,0,0.0,0,0.0,0,1,0.0,1,0,1,0,0,0,0,0,4
3178,2022,12,TE,Peyton Hendershot,DAL,15,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0
3179,2022,12,TE,Jake Ferguson,DAL,16,1,3,57,19.0,14,4.7,0,0.0,43,14.3,10,3.3,1,3,0.0,3,0,0,3,1,1,0,0,30
3180,2022,12,TE,Hayden Hurst,LAC,17,1,6,57,9.5,22,3.7,0,0.0,35,5.8,10,1.7,1,9,0.0,6,0,0,2,1,0,0,0,29
3181,2022,12,TE,Tyler Conklin,NYJ,18,1,3,50,16.7,27,9.0,0,0.0,23,7.7,5,1.7,0,3,0.0,3,0,0,2,1,0,0,0,29
3182,2022,12,TE,Pat Freiermuth,PIT,19,1,3,39,13.0,18,6.0,0,0.0,21,7.0,13,4.3,0,4,0.0,3,0,1,3,0,0,0,0,17
3183,2022,12,TE,Gerald Everett,CHI,20,1,4,18,4.5,7,1.8,0,0.0,11,2.8,4,1.0,1,4,0.0,4,0,1,1,0,0,0,0,10
3184,2022,12,TE,Chigoziem Okonkwo,TEN,21,1,3,35,11.7,13,4.3,0,0.0,22,7.3,8,2.7,0,5,0.0,4,1,1,2,0,0,0,0,17
3185,2022,12,TE,Noah Fant,SEA,22,1,3,34,11.3,33,11.0,0,0.0,1,0.3,0,0.0,0,3,0.0,3,0,0,1,1,0,0,0,24
3186,2022,12,TE,Austin Hooper,NE,23,1,3,30,10.0,8,2.7,0,0.0,22,7.3,5,1.7,0,4,0.0,4,1,1,2,0,0,0,0,12
3187,2022,12,TE,Cole Kmet,CHI,24,1,3,27,9.0,7,2.3,0,0.0,20,6.7,3,1.0,0,6,0.0,3,0,1,1,0,0,0,0,14
3188,2022,12,TE,George Kittle,SF,25,1,3,26,8.7,15,5.0,0,0.0,11,3.7,2,0.7,0,4,0.0,3,0,1,1,0,0,0,0,14
3189,2022,12,TE,Jody Fortson,KC,26,1,2,26,13.0,17,8.5,0,0.0,9,4.5,5,2.5,0,3,0.0,2,0,1,1,1,0,0,0,21
3190,2022,12,TE,Chris Myarick,FA,27,1,1,23,23.0,10,10.0,0,0.0,13,13.0,3,3.0,0,1,0.0,1,0,0,1,1,0,0,0,23
3191,2022,12,TE,James Mitchell,DET,28,1,1,22,22.0,3,3.0,0,0.0,19,19.0,0,0.0,0,1,0.0,1,0,0,1,1,0,0,0,22
3192,2022,12,TE,Ian Thomas,CAR,29,1,2,21,10.5,0,0.0,0,0.0,21,10.5,6,3.0,0,2,0.0,2,0,1,1,0,0,0,0,15
3193,2022,12,TE,Johnny Mundt,MIN,30,1,2,20,10.0,6,3.0,0,0.0,14,7.0,0,0.0,0,2,0.0,2,0,0,1,0,0,0,0,13
3194,2022,12,TE,Taysom Hill,NO,31,1,1,7,7.0,6,6.0,0,0.0,1,1.0,0,0.0,0,2,0.0,1,0,1,0,0,0,0,0,7
3195,2022,12,TE,Robert Tonyan,CHI,32,1,3,20,6.7,14,4.7,0,0.0,6,2.0,1,0.3,0,3,0.0,3,0,0,1,0,0,0,0,17
3196,2022,12,TE,Teagan Quitoriano,HOU,33,1,2,20,10.0,9,4.5,0,0.0,11,5.5,1,0.5,0,2,0.0,2,0,0,1,0,0,0,0,13
3197,2022,12,TE,C.J. Uzomah,PHI,34,1,3,17,5.7,7,2.3,0,0.0,10,3.3,1,0.3,0,3,0.0,3,0,0,0,0,0,0,0,8
3198,2022,12,TE,Adam Trautman,DEN,35,1,1,17,17.0,4,4.0,0,0.0,13,13.0,1,1.0,0,1,0.0,1,0,0,1,0,0,0,0,17
3199,2022,12,TE,Dawson Knox,BUF,36,1,2,17,8.5,15,7.5,0,0.0,2,1.0,0,0.0,0,2,0.0,2,0,0,1,0,0,0,0,15
3200,2022,12,TE,Will Dissly,LAC,37,1,2,17,8.5,17,8.5,0,0.0,0,0.0,0,0.0,0,3,0.0,3,1,0,1,0,0,0,0,12
3201,2022,12,TE,Noah Gray,KC,38,1,2,16,8.0,3,1.5,0,0.0,13,6.5,5,2.5,0,2,0.0,2,0,0,0,0,0,0,0,9
3202,2022,12,TE,Anthony Firkser,DET,39,1,1,16,16.0,11,11.0,0,0.0,5,5.0,0,0.0,0,1,0.0,1,0,0,1,0,0,0,0,16
3203,2022,12,TE,Cameron Brate,FA,40,1,2,15,7.5,3,1.5,0,0.0,12,6.0,1,0.5,1,5,0.0,2,0,0,0,0,0,0,0,9
3204,2022,12,TE,Mo Alie-Cox,IND,41,1,2,14,7.0,13,6.5,0,0.0,1,0.5,0,0.0,0,3,0.0,2,0,0,1,0,0,0,0,11
3205,2022,12,TE,Brycen Hopkins,LAR,42,1,1,12,12.0,4,4.0,0,0.0,8,8.0,6,6.0,0,2,0.0,1,0,0,1,0,0,0,0,12
3206,2022,12,TE,Greg Dulcich,DEN,43,1,2,11,5.5,1,0.5,0,0.0,10,5.0,0,0.0,0,3,0.0,2,0,0,0,0,0,0,0,9
3207,2022,12,TE,Tanner Hudson,CIN,44,1,1,10,10.0,10,10.0,0,0.0,0,0.0,0,0.0,0,1,0.0,1,0,0,1,0,0,0,0,10
3208,2022,12,TE,Harrison Bryant,LV,45,1,2,9,4.5,9,4.5,0,0.0,0,0.0,0,0.0,0,2,0.0,2,0,0,0,0,0,0,0,9
3209,2022,12,TE,Parker Hesse,ATL,46,1,1,9,9.0,7,7.0,0,0.0,2,2.0,0,0.0,0,2,0.0,1,0,0,0,0,0,0,0,9
3210,2022,12,TE,Logan Thomas,FA,47,1,1,7,7.0,3,3.0,0,0.0,4,4.0,0,0.0,0,3,0.0,1,0,0,0,0,0,0,0,7
3211,2022,12,TE,Brock Wright,DET,48,1,2,6,3.0,3,1.5,0,0.0,3,1.5,0,0.0,0,3,0.0,3,1,0,0,0,0,0,0,5
3212,2022,12,TE,Jacob Harris,PHI,49,1,1,6,6.0,4,4.0,0,0.0,2,2.0,1,1.0,0,1,0.0,1,0,0,0,0,0,0,0,6
3213,2022,12,TE,Evan Engram,JAC,50,1,1,4,4.0,4,4.0,0,0.0,0,0.0,0,0.0,0,1,0.0,1,0,0,0,0,0,0,0,4
3214,2022,12,TE,Quintin Morris,BUF,51,1,1,3,3.0,2,2.0,0,0.0,1,1.0,0,0.0,0,1,0.0,1,0,0,0,0,0,0,0,3
3215,2022,12,TE,Trevon Wesco,TEN,52,1,1,3,3.0,1,1.0,0,0.0,2,2.0,0,0.0,0,1,0.0,1,0,1,0,0,0,0,0,3
3216,2022,12,TE,Tommy Tremble,CAR,53,1,1,2,2.0,1,1.0,0,0.0,1,1.0,0,0.0,0,2,0.0,1,0,1,0,0,0,0,0,2
3217,2022,12,TE,Trey McBride,ARI,54,1,1,1,1.0,1,1.0,0,0.0,0,0.0,0,0.0,0,3,0.0,1,0,0,0,0,0,0,0,1
3218,2022,12,TE,Chris Pierce Jr.,CAR,55,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0
3219,2022,12,TE,Jack Stoll,NYG,56,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0
3220,2022,12,TE,Charlie Woerner,ATL,57,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0
3221,2022,12,TE,Nick Boyle,FA,58,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0
3222,2022,12,TE,Cole Turner,WAS,59,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1,0.0,0,0,0,0,0,0,0,0,0
3223,2022,12,TE,Grant Calcaterra,PHI,60,1,1,-2,-2.0,-9,-9.0,0,0.0,7,7.0,0,0.0,0,1,0.0,1,0,1,0,0,0,0,0,0
3224,2022,12,TE,Zach Gentry,LV,61,1,1,-4,-4.0,-4,-4.0,0,0.0,0,0.0,0,0.0,0,1,0.0,1,0,0,0,0,0,0,0,0
3225,2022,12,TE,Sean McKeon,DAL,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
3226,2022,12,TE,Stone Smartt,LAC,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
3227,2022,12,TE,Tyree Jackson,NYG,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
3228,2022,12,TE,Hunter Long,LAR,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
3229,2022,12,TE,Miller Forristall,LAR,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
3230,2022,12,TE,James Winchester,KC,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
3231,2022,12,TE,Tyler Mabry,SEA,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
3232,2022,12,TE,Luke Farrell,JAC,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
3233,2022,12,TE,Nikola Kalinic,LAR,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
3234,2022,12,TE,Donald Parham Jr.,LAC,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
3235,2022,12,TE,Shane Zylstra,DET,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
3236,2022,12,TE,Kevin Rader,TEN,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
3237,2022,12,TE,Marcedes Lewis,CHI,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
3238,2022,12,TE,Devin Asiasi,TEN,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
3239,2022,12,TE,Jake Tonges,SF,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
3240,2022,12,TE,Chris Manhertz,NYG,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
3241,2022,12,TE,Blake Bell,KC,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
3242,2022,12,TE,Isaiah Likely,BAL,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
3243,2022,12,TE,Jesper Horsted,LV,80,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0
3244,2022,12,TE,Eric Saubert,SF,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
3245,2022,12,TE,Andrew Beck,HOU,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
3246,2022,12,TE,Irv Smith Jr.,KC,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
3247,2022,12,TE,Drew Sample,CIN,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
3248,2022,12,TE,Albert Okwuegbunam Jr.,PHI,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
3249,2022,12,TE,Ross Dwelley,SF,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
3250,2022,12,TE,Mike Gesicki,CIN,87,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1,0.0,0,0,1,0,0,0,0,0,0
3251,2022,12,TE,Dallas Goedert,PHI,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
3252,2022,12,TE,Pharaoh Brown,SEA,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
3253,2022,12,TE,Jonnu Smith,MIA,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
3254,2022,12,TE,Josiah Deguara,JAC,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
3255,2022,12,TE,O.J. Howard,FA,92,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2,0.0,0,0,0,0,0,0,0,0,0
3256,2022,12,TE,Stephen Anderson,LAC,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
3257,2022,12,TE,Tyler Higbee,LAR,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
3258,2022,12,TE,Eric Tomlinson,IND,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
3259,2022,12,TE,Geoff Swaim,ARI,96,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1,0.0,0,1,1,0,0,0,0,0,0
3260,2022,12,TE,Darren Waller,NYG,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
3261,2022,12,TE,Tyler Kroft,MIA,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
3262,2022,12,TE,Colby Parkinson,LAR,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
3263,2022,12,TE,Juwan Johnson,NO,100,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2,0.0,0,0,1,0,0,0,0,0,0
3264,2022,12,TE,Connor Heyward,PIT,101,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0
3265,2022,12,TE,Nick Vannett,LAC,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
3266,2022,12,TE,Daniel Bellinger,NYG,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
3267,2022,12,TE,Jeremy Ruckert,NYJ,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
3268,2022,12,TE,Kenny Yeboah,NYJ,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
3269,2022,12,TE,Stephen Sullivan,CAR,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
3270,2022,12,TE,Mitchell Wilcox,NE,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
3271,2022,12,TE,Armani Rogers,WAS,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
3272,2022,12,TE,Noah Togiai,PHI,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
3273,2022,12,TE,Zach Ertz,WAS,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
3274,2022,12,TE,Cade Otton,TB,111,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0
3275,2022,12,TE,Kylen Granson,IND,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
3276,2022,12,TE,Tre' McKitty,BUF,113,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0
3277,2022,12,TE,Kyle Pitts,ATL,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
3278,2022,12,TE,Brevin Jordan,HOU,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
3279,2022,12,TE,Tyler Davis,GB,116,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1,0.0,0,0,0,0,0,0,0,0,0
3280,2022,12,TE,Giovanni Ricci,CLE,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
3281,2022,12,TE,Charlie Kolar,BAL,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
3282,2022,13,TE,Taysom Hill,NO,1,1,2,35,17.5,28,14.0,0,0.0,7,3.5,2,1.0,0,3,0.0,2,0,1,1,1,1,0,0,30
3283,2022,13,TE,Noah Fant,SEA,2,1,4,42,10.5,23,5.8,0,0.0,19,4.8,3,0.8,0,5,0.0,4,0,2,2,0,0,0,0,17
3284,2022,13,TE,Evan Engram,JAC,3,1,5,30,6.0,16,3.2,0,0.0,14,2.8,0,0.0,0,7,0.0,6,1,1,0,0,0,0,0,7
3285,2022,13,TE,Cade Otton,TB,4,1,6,28,4.7,11,1.8,0,0.0,17,2.8,5,0.8,0,10,0.0,7,1,1,1,0,0,0,0,10
3286,2022,13,TE,Greg Dulcich,DEN,5,1,6,85,14.2,66,11.0,0,0.0,19,3.2,4,0.7,1,8,0.0,6,0,0,3,2,1,0,0,30
3287,2022,13,TE,Gerald Everett,CHI,6,1,5,80,16.0,17,3.4,0,0.0,63,12.6,6,1.2,0,6,0.0,6,0,0,5,0,0,0,0,19
3288,2022,13,TE,Connor Heyward,PIT,7,1,1,17,17.0,17,17.0,0,0.0,0,0.0,0,0.0,0,1,0.0,1,0,1,1,0,0,0,0,17
3289,2022,13,TE,Pat Freiermuth,PIT,8,1,3,76,25.3,23,7.7,0,0.0,53,17.7,50,16.7,2,5,0.0,3,0,0,2,1,1,1,1,57
3290,2022,13,TE,Cole Kmet,CHI,9,1,6,72,12.0,45,7.5,0,0.0,27,4.5,2,0.3,0,7,0.0,6,0,0,4,1,0,0,0,24
3291,2022,13,TE,Chigoziem Okonkwo,TEN,10,1,4,68,17.0,25,6.3,0,0.0,43,10.8,0,0.0,0,5,0.0,4,0,0,3,1,1,1,0,41
3292,2022,13,TE,MyCole Pruitt,PIT,11,1,1,7,7.0,2,2.0,0,0.0,5,5.0,2,2.0,0,1,0.0,1,0,1,0,0,0,0,0,7
3293,2022,13,TE,Mark Andrews,BAL,12,1,4,53,13.3,39,9.8,0,0.0,14,3.5,2,0.5,0,7,0.0,5,1,0,3,1,0,0,0,22
3294,2022,13,TE,Brevin Jordan,HOU,13,1,4,46,11.5,24,6.0,0,0.0,22,5.5,8,2.0,0,5,0.0,5,1,0,2,1,0,0,0,20
3295,2022,13,TE,Jack Stoll,NYG,14,1,3,41,13.7,29,9.7,0,0.0,12,4.0,0,0.0,0,3,0.0,3,0,0,1,1,0,0,0,26
3296,2022,13,TE,Travis Kelce,KC,15,1,4,56,14.0,10,2.5,0,0.0,46,11.5,22,5.5,1,6,0.0,4,0,1,3,0,0,0,0,19
3297,2022,13,TE,T.J. Hockenson,MIN,16,1,4,33,8.3,23,5.8,0,0.0,10,2.5,7,1.8,1,6,0.0,4,0,0,1,0,0,0,0,13
3298,2022,13,TE,Dalton Schultz,HOU,17,1,2,33,16.5,18,9.0,0,0.0,15,7.5,10,5.0,1,6,0.0,3,1,1,2,1,0,0,0,22
3299,2022,13,TE,Foster Moreau,NO,18,1,1,32,32.0,24,24.0,0,0.0,8,8.0,0,0.0,0,3,0.0,2,1,0,1,1,1,0,0,32
3300,2022,13,TE,C.J. Uzomah,PHI,19,1,1,31,31.0,17,17.0,0,0.0,14,14.0,0,0.0,0,1,0.0,1,0,0,1,1,1,0,0,31
3301,2022,13,TE,Isaiah Likely,BAL,20,1,4,30,7.5,20,5.0,0,0.0,10,2.5,9,2.3,2,4,0.0,4,0,0,1,0,0,0,0,12
3302,2022,13,TE,Jelani Woods,IND,21,1,2,28,14.0,14,7.0,0,0.0,14,7.0,8,4.0,0,4,0.0,2,0,0,1,1,0,0,0,27
3303,2022,13,TE,Adam Trautman,DEN,22,1,2,28,14.0,-1,-0.5,0,0.0,29,14.5,10,5.0,1,3,0.0,2,0,1,1,1,0,0,0,20
3304,2022,13,TE,Brock Wright,DET,23,1,2,25,12.5,2,1.0,0,0.0,23,11.5,0,0.0,0,2,0.0,2,0,0,2,0,0,0,0,14
3305,2022,13,TE,Anthony Firkser,DET,24,1,2,24,12.0,19,9.5,0,0.0,5,2.5,0,0.0,0,2,0.0,2,0,0,1,0,0,0,0,15
3306,2022,13,TE,Daniel Bellinger,NYG,25,1,5,24,4.8,5,1.0,0,0.0,19,3.8,0,0.0,0,5,0.0,5,0,1,0,0,0,0,0,8
3307,2022,13,TE,George Kittle,SF,26,1,2,22,11.0,13,6.5,0,0.0,9,4.5,2,1.0,0,3,0.0,3,1,1,1,0,0,0,0,19
3308,2022,13,TE,Austin Hooper,NE,27,1,3,22,7.3,21,7.0,0,0.0,1,0.3,0,0.0,0,5,0.0,4,1,1,0,0,0,0,0,9
3309,2022,13,TE,Will Dissly,LAC,28,1,2,22,11.0,7,3.5,0,0.0,15,7.5,5,2.5,0,2,0.0,2,0,1,1,0,0,0,0,19
3310,2022,13,TE,Jordan Akins,CLE,29,1,3,21,7.0,3,1.0,0,0.0,18,6.0,5,1.7,0,6,0.0,4,1,1,1,0,0,0,0,11
3311,2022,13,TE,Durham Smythe,MIA,30,1,2,21,10.5,18,9.0,0,0.0,3,1.5,0,0.0,0,2,0.0,2,0,0,1,0,0,0,0,19
3312,2022,13,TE,Logan Thomas,FA,31,1,3,20,6.7,11,3.7,0,0.0,9,3.0,0,0.0,0,4,0.0,3,0,0,1,0,0,0,0,11
3313,2022,13,TE,Marcedes Lewis,CHI,32,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1,0.0,0,1,0,0,0,0,0,0,0
3314,2022,13,TE,Grant Calcaterra,PHI,33,1,1,19,19.0,16,16.0,0,0.0,3,3.0,0,0.0,0,1,0.0,1,0,0,1,0,0,0,0,19
3315,2022,13,TE,Kylen Granson,IND,34,1,4,19,4.8,14,3.5,0,0.0,5,1.3,0,0.0,0,6,0.0,4,0,1,0,0,0,0,0,9
3316,2022,13,TE,Parker Hesse,ATL,35,1,1,16,16.0,5,5.0,0,0.0,11,11.0,1,1.0,0,1,0.0,1,0,0,1,0,0,0,0,16
3317,2022,13,TE,Noah Gray,KC,36,1,1,15,15.0,13,13.0,0,0.0,2,2.0,2,2.0,0,1,0.0,1,0,0,1,0,0,0,0,15
3318,2022,13,TE,Tyler Kroft,MIA,37,1,1,14,14.0,14,14.0,0,0.0,0,0.0,0,0.0,0,1,0.0,1,0,0,1,0,0,0,0,14
3319,2022,13,TE,Harrison Bryant,LV,38,1,1,6,6.0,0,0.0,0,0.0,6,6.0,2,2.0,0,1,0.0,1,0,0,0,0,0,0,0,6
3320,2022,13,TE,Tyler Higbee,LAR,39,1,2,14,7.0,7,3.5,0,0.0,7,3.5,1,0.5,0,5,0.0,2,0,2,0,0,0,0,0,9
3321,2022,13,TE,Hunter Henry,NE,40,1,2,13,6.5,7,3.5,0,0.0,6,3.0,4,2.0,0,5,0.0,3,1,1,0,0,0,0,0,9
3322,2022,13,TE,Mitchell Wilcox,NE,41,1,1,13,13.0,13,13.0,0,0.0,0,0.0,0,0.0,0,1,0.0,1,0,0,1,0,0,0,0,13
3323,2022,13,TE,Colby Parkinson,LAR,42,1,1,12,12.0,10,10.0,0,0.0,2,2.0,1,1.0,0,1,0.0,1,0,0,1,0,0,0,0,12
3324,2022,13,TE,Ko Kieft,TB,43,1,1,12,12.0,3,3.0,0,0.0,9,9.0,2,2.0,0,2,0.0,2,1,0,1,0,0,0,0,12
3325,2022,13,TE,Hayden Hurst,LAC,44,1,2,12,6.0,12,6.0,0,0.0,0,0.0,0,0.0,0,3,0.0,2,0,0,0,0,0,0,0,9
3326,2022,13,TE,Johnny Mundt,MIN,45,1,1,12,12.0,0,0.0,0,0.0,12,12.0,0,0.0,0,1,0.0,1,0,0,1,0,0,0,0,12
3327,2022,13,TE,Pharaoh Brown,SEA,46,1,1,11,11.0,-1,-1.0,0,0.0,12,12.0,6,6.0,0,1,0.0,1,0,0,1,0,0,0,0,11
3328,2022,13,TE,Robert Tonyan,CHI,47,1,1,10,10.0,4,4.0,0,0.0,6,6.0,0,0.0,0,2,0.0,1,0,1,1,0,0,0,0,10
3329,2022,13,TE,Tyler Conklin,NYJ,48,1,2,9,4.5,2,1.0,0,0.0,7,3.5,0,0.0,0,7,0.0,5,0,1,0,0,0,0,0,6
3330,2022,13,TE,Tre' McKitty,BUF,49,1,1,8,8.0,-5,-5.0,0,0.0,13,13.0,0,0.0,0,1,0.0,1,0,0,0,0,0,0,0,8
3331,2022,13,TE,Zach Gentry,LV,50,1,1,8,8.0,5,5.0,0,0.0,3,3.0,2,2.0,0,1,0.0,1,0,0,0,0,0,0,0,8
3332,2022,13,TE,Jody Fortson,KC,51,1,1,6,6.0,-3,-3.0,0,0.0,9,9.0,2,2.0,0,1,0.0,1,0,0,0,0,0,0,0,6
3333,2022,13,TE,Jonnu Smith,MIA,52,1,2,6,3.0,0,0.0,0,0.0,6,3.0,2,1.0,0,2,0.0,2,0,0,0,0,0,0,0,6
3334,2022,13,TE,Geoff Swaim,ARI,53,1,1,4,4.0,0,0.0,0,0.0,4,4.0,2,2.0,0,1,0.0,1,0,0,0,0,0,0,0,4
