,Year,Week,Position,Player,Team,Rank,G,ATT,YDS,Y/ATT,YBCON,YBCON/ATT,YACON,YACON,YACON/ATT,BRKTKL,TK LOSS,TK LOSS YDS,LNG TD,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG,REC,TGT,RZ TGT,YACON,YACON
2321,2021,17,RB,Corey Clement,FA,111,1,0,0,nan,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2322,2021,17,RB,Demetric Felton Jr.,CIN,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2323,2021,17,RB,Alec Ingold,MIA,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2324,2021,17,RB,Patrick Ricard,BAL,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2325,2021,17,RB,Clyde Edwards-Helaire,KC,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2326,2021,17,RB,Antonio Gibson,NE,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2327,2021,17,RB,Jake Funk,DET,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2328,2021,17,RB,Godwin Igwebuike,PIT,118,1,0,0,nan,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2329,2021,17,RB,Damien Williams,FA,119,1,0,0,nan,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2330,2021,17,RB,Khari Blasingame,CHI,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2331,2021,17,RB,Raheem Mostert,MIA,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2332,2021,17,RB,Gary Brightwell,NYG,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2333,2021,17,RB,Keith Smith,ATL,123,1,0,0,nan,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2334,2021,17,RB,Tarik Cohen,CAR,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2335,2021,17,RB,Christian McCaffrey,SF,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2336,2021,17,RB,Joshua Kelley,LAC,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2337,2021,17,RB,Jacques Patrick,NYJ,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2338,2021,17,RB,J.K. Dobbins,LAC,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2339,2021,17,RB,Jakob Johnson,LV,129,1,0,0,nan,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2340,2021,17,RB,Jerick McKinnon,KC,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2341,2021,17,RB,Chris Evans,CIN,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2342,2021,17,RB,Trey Sermon,IND,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2343,2021,17,RB,Taiwan Jones,FA,133,1,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2344,2021,17,RB,J.J. Taylor,HOU,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2345,2021,17,RB,Gerrid Doaks,HOU,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2346,2021,17,RB,Alex Armah Jr.,WAS,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2347,2021,17,RB,Reggie Gilliam,BUF,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2348,2021,17,RB,Marlon Mack,ARI,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2349,2021,17,RB,Dwayne Washington,DEN,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2350,2021,17,RB,Avery Williams,ATL,140,0,0,0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2351,2021,18,RB,Rashaad Penny,PHI,1,1,23,190,8.3,80,3.5,110,0,4.8,1,1,-2,62,4,3,1,1,1,62,0,0,0,110,0
2352,2021,18,RB,Austin Ekeler,WAS,2,1,16,64,4.0,22,1.4,42,13,2.6,1,3,-6,14,2,0,0,0,0,14,5,12,1,42,13
2353,2021,18,RB,Devin Singletary,NYG,3,1,19,88,4.6,61,3.2,27,14,1.4,0,2,-4,1,2,1,1,1,0,40,2,2,1,27,14
2354,2021,18,RB,James Conner,ARI,4,1,15,52,3.5,33,2.2,19,20,1.3,0,1,-2,1,1,0,0,0,0,19,6,6,0,19,20
2355,2021,18,RB,Antonio Gibson,NE,5,1,21,146,7.0,68,3.2,78,3,3.7,0,2,-2,18,5,1,0,0,0,27,1,3,0,78,3
2356,2021,18,RB,Latavius Murray,BUF,6,1,16,150,9.4,91,5.7,59,0,3.7,2,0,0,46,5,3,1,1,0,46,0,0,0,59,0
2357,2021,18,RB,Josh Jacobs,GB,7,1,26,132,5.1,47,1.8,85,3,3.3,3,4,-8,1,5,1,0,0,0,28,2,2,0,85,3
2358,2021,18,RB,D'Ernest Johnson,JAC,8,1,25,123,4.9,105,4.2,18,0,0.7,1,0,0,4,3,0,0,0,0,13,1,1,0,18,0
2359,2021,18,RB,Brandon Bolden,LV,9,1,7,46,6.6,5,0.7,41,6,5.9,0,1,-1,15,2,0,0,0,0,19,2,2,1,41,6
2360,2021,18,RB,Duke Johnson Jr.,FA,10,1,25,117,4.7,38,1.5,79,4,3.2,3,1,-2,1,3,1,0,0,0,27,1,1,0,79,4
2361,2021,18,RB,Alvin Kamara,NO,11,1,30,146,4.9,76,2.5,70,1,2.3,4,5,-10,0,5,1,0,0,0,27,2,2,0,70,1
2362,2021,18,RB,Melvin Gordon III,FA,12,1,12,110,9.2,24,2.0,86,0,7.2,0,2,-7,47,2,2,1,1,0,47,1,2,0,86,0
2363,2021,18,RB,Kenneth Gainwell,PHI,13,1,12,78,6.5,70,5.8,8,0,0.7,0,0,0,7,2,0,0,0,0,18,4,7,2,8,0
2364,2021,18,RB,Corey Clement,FA,14,1,7,58,8.3,26,3.7,32,2,4.6,1,1,-2,0,1,1,1,0,0,38,4,4,3,32,2
2365,2021,18,RB,Damien Harris,FA,15,1,11,37,3.4,18,1.6,19,2,1.7,2,2,-2,1,0,0,0,0,0,7,4,4,0,19,2
2366,2021,18,RB,Chris Evans,CIN,16,1,7,35,5.0,26,3.7,9,13,1.3,3,0,0,0,2,0,0,0,0,12,4,5,2,9,13
2367,2021,18,RB,Chuba Hubbard,CAR,17,1,9,48,5.3,21,2.3,27,0,3.0,1,2,-3,0,2,0,0,0,0,19,2,2,1,27,0
2368,2021,18,RB,Patrick Taylor Jr.,SF,18,1,11,53,4.8,29,2.6,24,0,2.2,1,0,0,1,1,0,0,0,0,12,2,2,1,24,0
2369,2021,18,RB,Jerick McKinnon,KC,19,1,5,24,4.8,16,3.2,8,14,1.6,0,0,0,0,0,0,0,0,0,7,3,3,1,8,14
2370,2021,18,RB,D'Andre Swift,CHI,20,1,7,30,4.3,22,3.1,8,5,1.1,0,1,-4,14,2,0,0,0,0,14,4,5,1,8,5
2371,2021,18,RB,Ke'Shawn Vaughn,NE,21,1,10,29,2.9,16,1.6,13,4,1.3,0,0,0,2,0,0,0,0,0,9,2,2,1,13,4
2372,2021,18,RB,Jonathan Taylor,IND,22,1,15,77,5.1,28,1.9,49,4,3.3,1,1,-2,0,2,1,0,0,0,23,3,4,0,49,4
2373,2021,18,RB,Damien Williams,FA,23,1,0,0,nan,0,0.0,0,6,0.0,0,0,0,0,0,0,0,0,0,0,3,5,1,0,6
2374,2021,18,RB,Ezekiel Elliott,NE,24,1,18,87,4.8,79,4.4,8,0,0.4,0,1,-1,0,1,1,0,0,0,26,1,3,0,8,0
2375,2021,18,RB,JaQuan Hardy,FA,25,1,3,26,8.7,12,4.0,14,0,4.7,0,1,-2,22,1,1,0,0,0,22,0,0,0,14,0
2376,2021,18,RB,Elijah Mitchell,SF,26,1,21,85,4.0,27,1.3,58,0,2.8,3,2,-2,0,2,0,0,0,0,13,0,0,0,58,0
2377,2021,18,RB,D'Onta Foreman,CLE,27,1,21,69,3.3,28,1.3,38,2,1.8,2,4,-7,0,2,0,0,0,0,16,1,2,1,38,2
2378,2021,18,RB,Demetric Felton Jr.,CIN,28,1,1,6,6.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,6,2,2,1,0,0
2379,2021,18,RB,Dalvin Cook,BAL,29,1,14,79,5.6,62,4.4,17,0,1.2,0,3,-6,0,2,2,0,0,0,29,1,1,0,17,0
2380,2021,18,RB,Ameer Abdullah,LV,30,1,7,26,3.7,11,1.6,15,14,2.1,1,1,-1,0,1,0,0,0,0,10,9,11,2,15,14
2381,2021,18,RB,Qadree Ollison,FA,31,1,1,19,19.0,9,9.0,10,0,10.0,1,0,0,19,1,0,0,0,0,19,0,1,1,10,0
2382,2021,18,RB,David Montgomery,DET,32,1,20,72,3.6,36,1.8,36,1,1.8,0,1,-1,0,1,0,0,0,0,11,2,3,0,36,1
2383,2021,18,RB,Le'Veon Bell,FA,33,1,3,14,4.7,10,3.3,4,0,1.3,0,0,0,0,0,0,0,0,0,7,1,1,1,4,0
2384,2021,18,RB,AJ Dillon,GB,34,1,14,63,4.5,38,2.7,25,2,1.8,1,0,0,0,0,0,0,0,0,9,1,1,0,25,2
2385,2021,18,RB,Rex Burkhead,FA,35,1,12,24,2.0,6,0.5,18,7,1.5,0,4,-7,0,0,0,0,0,0,6,3,4,0,18,7
2386,2021,18,RB,Javonte Williams,DEN,36,1,12,46,3.8,23,1.9,23,5,1.9,0,1,-1,0,1,0,0,0,0,15,2,2,0,23,5
2387,2021,18,RB,Ito Smith,FA,37,1,1,4,4.0,0,0.0,0,0,0.0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0
2388,2021,18,RB,Ryquell Armstead,FA,38,1,9,52,5.8,27,3.0,25,5,2.8,0,0,0,0,1,1,0,0,0,26,2,2,0,25,5
2389,2021,18,RB,Nick Chubb,CLE,39,1,9,58,6.4,14,1.6,44,2,4.9,3,1,-3,0,2,1,1,0,0,35,1,1,0,44,2
2390,2021,18,RB,Dontrell Hilliard,FA,40,1,9,57,6.3,39,4.3,18,1,2.0,0,0,0,0,3,0,0,0,0,16,1,1,0,18,1
2391,2021,18,RB,Eno Benjamin,NO,41,1,7,31,4.4,18,2.6,13,13,1.9,0,1,-4,0,1,0,0,0,0,10,4,4,1,13,13
2392,2021,18,RB,Najee Harris,PIT,42,1,11,28,2.5,9,0.8,19,10,1.7,1,1,-1,0,1,0,0,0,0,15,4,4,0,19,10
2393,2021,18,RB,Dare Ogunbowale,FA,43,1,11,30,2.7,10,0.9,20,6,1.8,0,2,-2,0,1,0,0,0,0,12,3,6,1,20,6
2394,2021,18,RB,Jamaal Williams,NO,44,1,13,43,3.3,25,1.9,18,2,1.4,0,0,0,0,0,0,0,0,0,9,1,1,0,18,2
2395,2021,18,RB,Jason Huntley,FA,45,1,13,51,3.9,38,2.9,13,0,1.0,0,1,-2,0,2,0,0,0,0,18,0,1,0,13,0
2396,2021,18,RB,Saquon Barkley,PHI,46,1,11,30,2.7,16,1.5,14,0,1.3,0,0,0,0,0,0,0,0,0,6,3,4,0,14,0
2397,2021,18,RB,Sony Michel,FA,47,1,21,43,2.0,13,0.6,30,1,1.4,0,3,-7,0,1,0,0,0,0,14,1,4,0,30,1
2398,2021,18,RB,Darrel Williams,FA,48,1,7,17,2.4,11,1.6,6,5,0.9,0,0,0,0,0,0,0,0,0,5,3,4,1,6,5
2399,2021,18,RB,Jonathan Williams,WAS,49,1,7,45,6.4,9,1.3,36,0,5.1,1,0,0,0,2,1,0,0,0,23,0,0,0,36,0
2400,2021,18,RB,Trayveon Williams,CIN,50,1,9,38,4.2,21,2.3,17,4,1.9,5,0,0,0,1,0,0,0,0,10,1,2,0,17,4
2401,2021,18,RB,Phillip Lindsay,FA,51,1,11,40,3.6,17,1.5,23,0,2.1,1,0,0,0,0,0,0,0,0,7,0,0,0,23,0
2402,2021,18,RB,Rhamondre Stevenson,NE,52,1,4,34,8.5,4,1.0,30,0,7.5,0,0,0,0,1,0,0,0,0,12,1,2,0,30,0
2403,2021,18,RB,David Johnson,FA,53,1,5,28,5.6,16,3.2,12,4,2.4,1,0,0,0,1,0,0,0,0,15,3,4,0,12,4
2404,2021,18,RB,Jaret Patterson,LAC,54,1,6,21,3.5,12,2.0,9,0,1.5,0,0,0,0,0,0,0,0,0,7,2,2,0,9,0
2405,2021,18,RB,Derrick Gore,WAS,55,1,7,30,4.3,22,3.1,8,0,1.1,0,0,0,0,0,0,0,0,0,6,0,1,1,8,0
2406,2021,18,RB,Devonta Freeman,FA,56,1,5,21,4.2,19,3.8,2,3,0.4,1,2,-6,0,1,1,0,0,0,22,2,2,1,2,3
2407,2021,18,RB,Jalen Richard,FA,57,1,2,24,12.0,17,8.5,7,2,3.5,0,0,0,0,1,1,0,0,0,23,2,2,0,7,2
2408,2021,18,RB,Travis Homer,CHI,58,1,1,4,4.0,3,3.0,1,0,1.0,0,0,0,0,0,0,0,0,0,4,1,3,0,1,0
2409,2021,18,RB,Devontae Booker,FA,59,1,8,14,1.8,3,0.4,11,5,1.4,0,2,-5,0,0,0,0,0,0,6,2,2,0,11,5
2410,2021,18,RB,JaMycal Hasty,NE,60,1,1,4,4.0,0,0.0,4,18,4.0,0,0,0,0,0,0,0,0,0,4,2,3,0,4,18
2411,2021,18,RB,Tony Jones Jr.,ARI,61,1,7,22,3.1,16,2.3,6,0,0.9,0,0,0,0,0,0,0,0,0,6,0,1,0,6,0
2412,2021,18,RB,Benny Snell Jr.,FA,62,1,12,22,1.8,9,0.8,13,0,1.1,0,3,-8,0,0,0,0,0,0,9,0,0,0,13,0
2413,2021,18,RB,Alexander Mattison,LV,63,1,5,18,3.6,11,2.2,7,0,1.4,0,1,-4,0,0,0,0,0,0,9,1,1,0,7,0
2414,2021,18,RB,Justin Jackson,FA,64,1,3,20,6.7,6,2.0,14,0,4.7,0,0,0,0,1,0,0,0,0,11,0,1,0,14,0
2415,2021,18,RB,Michael Carter,ARI,65,1,9,19,2.1,9,1.0,10,0,1.1,1,1,-1,0,1,0,0,0,0,10,0,3,0,10,0
2416,2021,18,RB,Nyheim Hines,CLE,66,1,0,0,nan,0,0.0,0,4,0.0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,4
2417,2021,18,RB,Zack Moss,CIN,67,1,5,8,1.6,1,0.2,7,3,1.4,0,1,-2,0,0,0,0,0,0,5,2,2,0,7,3
2418,2021,18,RB,Cam Akers,MIN,68,1,5,3,0.6,-2,-0.4,5,1,1.0,0,2,-3,0,0,0,0,0,0,2,3,3,1,5,1
2419,2021,18,RB,Cordarrelle Patterson,PIT,69,1,4,11,2.8,7,1.8,4,0,1.0,0,0,0,0,0,0,0,0,0,4,1,1,0,4,0
2420,2021,18,RB,Khalil Herbert,CHI,70,1,4,11,2.8,5,1.3,6,0,1.5,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0
2421,2021,18,RB,Myles Gaskin,MIN,71,1,1,-1,-1.0,0,0.0,0,0,0.0,0,1,-1,0,0,0,0,0,0,0,3,3,0,0,0
2422,2021,18,RB,C.J. Ham,MIN,72,1,0,0,nan,0,0.0,0,3,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3
2423,2021,18,RB,Tevin Coleman,FA,73,1,5,6,1.2,3,0.6,3,0,0.6,0,2,-3,0,0,0,0,0,0,5,0,1,0,3,0
2424,2021,18,RB,Khari Blasingame,CHI,74,1,0,0,nan,0,0.0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
2425,2021,18,RB,Ty'Son Williams,FA,75,1,1,4,4.0,3,3.0,1,0,1.0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0
2426,2021,18,RB,Kene Nwangwu,MIN,76,1,1,4,4.0,2,2.0,2,0,2.0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0
2427,2021,18,RB,Keith Smith,ATL,77,1,0,0,nan,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2428,2021,18,RB,Adam Prentice,NO,78,1,1,1,1.0,0,0.0,1,0,1.0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0
2429,2021,18,RB,Craig Reynolds,DET,79,1,3,2,0.7,-1,-0.3,3,0,1.0,0,2,-4,0,0,0,0,0,0,6,0,0,0,3,0
2430,2021,18,RB,Jonathan Ward,TEN,80,1,0,0,nan,0,0.0,0,2,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2
2431,2021,18,RB,Mekhi Sargent,FA,81,1,1,2,2.0,0,0.0,2,0,2.0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0
2432,2021,18,RB,DeeJay Dallas,ARI,82,1,1,1,1.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2433,2021,18,RB,Ty Montgomery II,FA,83,1,0,0,nan,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
2434,2021,18,RB,Ty Johnson,BUF,84,1,1,-1,-1.0,0,0.0,0,0,0.0,0,1,-1,0,0,0,0,0,0,0,0,1,0,0,0
2435,2021,18,RB,Mike Davis,FA,85,1,6,30,5.0,20,3.3,10,1,1.7,1,0,0,0,0,0,0,0,0,9,3,3,0,10,1
2436,2021,18,RB,Salvon Ahmed,MIA,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2437,2021,18,RB,John Kelly Jr.,CLE,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2438,2021,18,RB,Austin Walter,LV,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2439,2021,18,RB,Mike Boone,CAR,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2440,2021,18,RB,Darrynton Evans,BUF,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2441,2021,18,RB,Kenjon Barner,FA,91,1,4,0,0.0,0,0.0,0,0,0.0,0,1,-2,0,0,0,0,0,0,1,0,0,0,0,0
2442,2021,18,RB,Kalen Ballage,FA,92,1,1,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2443,2021,18,RB,Nathan Cottrell,FA,93,1,0,0,nan,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2444,2021,18,RB,Josh Johnson,FA,94,1,0,0,nan,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2445,2021,18,RB,Joshua Kelley,LAC,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2446,2021,18,RB,Patrick Laird,TB,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2447,2021,18,RB,Jacques Patrick,NYJ,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2448,2021,18,RB,Elijah McGuire,FA,98,1,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2449,2021,18,RB,Jeff Wilson Jr.,MIA,99,1,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2450,2021,18,RB,Deon Jackson,NYG,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2451,2021,18,RB,Kareem Hunt,CLE,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2452,2021,18,RB,La'Mical Perine,KC,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2453,2021,18,RB,Jermar Jefferson,DET,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2454,2021,18,RB,Nick Bawden,NYJ,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2455,2021,18,RB,J.K. Dobbins,LAC,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2456,2021,18,RB,Jake Funk,DET,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2457,2021,18,RB,Patrick Ricard,BAL,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2458,2021,18,RB,Tony Pollard,TEN,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2459,2021,18,RB,Godwin Igwebuike,PIT,109,1,0,0,nan,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2460,2021,18,RB,Raheem Mostert,MIA,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2461,2021,18,RB,Tarik Cohen,CAR,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2462,2021,18,RB,Gary Brightwell,NYG,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2463,2021,18,RB,Clyde Edwards-Helaire,KC,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2464,2021,18,RB,Chase Edmonds,TB,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2465,2021,18,RB,Derrick Henry,BAL,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2466,2021,18,RB,Michael Burton,DEN,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2467,2021,18,RB,Alec Ingold,MIA,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2468,2021,18,RB,Joe Mixon,HOU,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2469,2021,18,RB,Boston Scott,PHI,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2470,2021,18,RB,Elijhaa Penny,FA,120,1,0,0,nan,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
2471,2021,18,RB,Kyle Juszczyk,SF,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2472,2021,18,RB,Matt Breida,NYG,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2473,2021,18,RB,James Robinson,NO,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2474,2021,18,RB,Aaron Jones,MIN,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2475,2021,18,RB,Spencer Brown,CAR,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2476,2021,18,RB,Jakob Johnson,LV,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2477,2021,18,RB,Royce Freeman,DAL,127,1,0,0,nan,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2478,2021,18,RB,Cullen Gillaspia,FA,128,1,0,0,nan,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2479,2021,18,RB,Jordan Wilkins,FA,129,1,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2480,2021,18,RB,Trey Sermon,IND,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2481,2021,18,RB,Taiwan Jones,FA,131,1,0,0,nan,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2482,2021,18,RB,Gerrid Doaks,HOU,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2483,2021,18,RB,Jeremy McNichols,WAS,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2484,2021,18,RB,Alex Armah Jr.,WAS,134,1,0,0,nan,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2485,2021,18,RB,Reggie Gilliam,BUF,135,1,0,0,nan,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2486,2021,18,RB,Marlon Mack,ARI,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2487,2021,18,RB,Dwayne Washington,DEN,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2488,2021,18,RB,Christian McCaffrey,SF,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2489,2021,18,RB,Miles Sanders,CAR,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2490,2021,18,RB,Samaje Perine,DEN,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2491,2021,18,RB,J.J. Taylor,HOU,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2492,2021,18,RB,Avery Williams,ATL,142,0,0,0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2493,2022,1,RB,Saquon Barkley,PHI,1,1,18,164,9.1,46,2.6,118,0,6.6,0,2,-7,4,4,2,2,1,1,68,6,7,1,118,0
2494,2022,1,RB,Jonathan Taylor,IND,2,1,31,161,5.2,117,3.8,44,3,1.4,5,4,-9,2,5,0,0,0,0,17,4,7,0,44,3
2495,2022,1,RB,D'Andre Swift,CHI,3,1,15,144,9.6,72,4.8,72,25,4.8,2,0,0,7,5,1,1,1,1,50,3,3,0,72,25
2496,2022,1,RB,Cordarrelle Patterson,PIT,4,1,22,120,5.5,75,3.4,45,4,2.0,0,1,-2,5,4,0,0,0,0,15,3,5,0,45,4
2497,2022,1,RB,Clyde Edwards-Helaire,KC,5,1,7,42,6.0,15,2.1,27,19,3.9,0,0,0,0,1,0,0,0,0,18,3,3,2,27,19
2498,2022,1,RB,Kareem Hunt,CLE,6,1,11,46,4.2,38,3.5,8,1,0.7,2,1,-1,24,1,1,0,0,0,24,4,4,1,8,1
