,Year,Week,Position,Player,Team,Rank,G,ATT,YDS,Y/ATT,YBCON,YBCON/ATT,YACON,YACON,YACON/ATT,BRKTKL,TK LOSS,TK LOSS YDS,LNG TD,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG,REC,TGT,RZ TGT,YACON,YACON
6848,2023,12,RB,Dalvin Cook,BAL,55,1,1,2,2.0,1,1.0,1,8,1.0,0,0,0,0,0,0,0,0,0,2,2,3,0,1,8
6849,2023,12,RB,Ty Johnson,BUF,56,1,6,19,3.2,4,0.7,15,0,2.5,0,1,-5,0,0,0,0,0,0,9,0,0,0,15,0
6850,2023,12,RB,Dameon Pierce,HOU,57,1,5,14,2.8,10,2.0,4,0,0.8,1,0,0,0,0,0,0,0,0,4,1,1,0,4,0
6851,2023,12,RB,Matt Breida,NYG,58,1,2,6,3.0,4,2.0,2,1,1.0,0,0,0,0,0,0,0,0,0,6,1,1,0,2,1
6852,2023,12,RB,Darrynton Evans,BUF,59,1,2,16,8.0,12,6.0,4,0,2.0,0,0,0,0,1,0,0,0,0,13,0,0,0,4,0
6853,2023,12,RB,Patrick Taylor Jr.,SF,60,1,3,11,3.7,7,2.3,4,0,1.3,0,0,0,0,0,0,0,0,0,5,1,1,0,4,0
6854,2023,12,RB,Emari Demercado,ARI,61,1,3,15,5.0,13,4.3,2,0,0.7,0,0,0,0,0,0,0,0,0,9,0,0,0,2,0
6855,2023,12,RB,Boston Scott,PHI,62,1,2,14,7.0,7,3.5,7,0,3.5,0,0,0,0,1,0,0,0,0,10,0,1,0,7,0
6856,2023,12,RB,Joshua Kelley,LAC,63,1,3,8,2.7,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,3,2,2,1,0,0
6857,2023,12,RB,Ameer Abdullah,LV,64,1,1,11,11.0,10,10.0,1,2,1.0,0,0,0,0,1,0,0,0,0,11,1,1,0,1,2
6858,2023,12,RB,Chase Edmonds,TB,65,1,1,11,11.0,9,9.0,2,0,2.0,0,0,0,0,1,0,0,0,0,11,0,1,0,2,0
6859,2023,12,RB,Ty Chandler,MIN,66,1,4,8,2.0,6,1.5,2,0,0.5,0,0,0,0,0,0,0,0,0,6,1,2,0,2,0
6860,2023,12,RB,Jamaal Williams,NO,67,1,2,6,3.0,1,0.5,5,2,2.5,0,0,0,0,0,0,0,0,0,3,2,2,0,5,2
6861,2023,12,RB,Tyjae Spears,TEN,68,1,2,6,3.0,-1,-0.5,7,1,3.5,1,1,-2,0,0,0,0,0,0,8,1,3,0,7,1
6862,2023,12,RB,Zach Evans,LAR,69,1,3,6,2.0,2,0.7,4,0,1.3,1,0,0,0,0,0,0,0,0,5,0,0,0,4,0
6863,2023,12,RB,Nick Bawden,NYJ,70,1,0,0,nan,0,0.0,0,2,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2
6864,2023,12,RB,Keith Smith,ATL,71,1,0,0,nan,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
6865,2023,12,RB,Tank Bigsby,JAC,72,1,1,6,6.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
6866,2023,12,RB,Clyde Edwards-Helaire,KC,73,1,3,5,1.7,3,1.0,2,0,0.7,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0
6867,2023,12,RB,Jaleel McLaughlin,DEN,74,1,2,4,2.0,2,1.0,2,0,1.0,0,1,-2,0,0,0,0,0,0,6,0,0,0,2,0
6868,2023,12,RB,C.J. Ham,MIN,75,1,0,0,nan,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0
6869,2023,12,RB,Trey Sermon,IND,76,1,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6870,2023,12,RB,DeeJay Dallas,ARI,77,1,2,10,5.0,7,3.5,3,0,1.5,1,0,0,0,0,0,0,0,0,7,1,1,0,3,0
6871,2023,12,RB,JaMycal Hasty,NE,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6872,2023,12,RB,Ke'Shawn Vaughn,NE,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6873,2023,12,RB,Derrick Gore,WAS,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6874,2023,12,RB,Chris Brooks,MIA,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6875,2023,12,RB,Zonovan Knight,DET,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6876,2023,12,RB,Kendre Miller,NO,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6877,2023,12,RB,Jeremy McNichols,WAS,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6878,2023,12,RB,Jakob Johnson,LV,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6879,2023,12,RB,Brittain Brown,LV,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6880,2023,12,RB,Kevin Harris,NE,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6881,2023,12,RB,Malik Davis,DAL,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6882,2023,12,RB,Kene Nwangwu,MIN,89,1,0,0,nan,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6883,2023,12,RB,SaRodorick Thompson Jr.,DAL,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6884,2023,12,RB,Dwayne Washington,DEN,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6885,2023,12,RB,Alex Armah Jr.,WAS,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6886,2023,12,RB,Jonathan Ward,TEN,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6887,2023,12,RB,Jashaun Corbin,NYG,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6888,2023,12,RB,La'Mical Perine,KC,95,1,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6889,2023,12,RB,Austin Walter,LV,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6890,2023,12,RB,Jonathan Williams,WAS,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6891,2023,12,RB,Israel Abanikanda,NYJ,98,1,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6892,2023,12,RB,Henry Pearson,GB,99,1,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6893,2023,12,RB,Raheem Blackshear,CAR,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6894,2023,12,RB,James Robinson,NO,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6895,2023,12,RB,Jordan Mims,NO,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6896,2023,12,RB,Tyler Goodson,IND,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6897,2023,12,RB,Tyrion Davis-Price,PHI,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6898,2023,12,RB,Patrick Laird,TB,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6899,2023,12,RB,Brandon Bolden,LV,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6900,2023,12,RB,Alec Ingold,MIA,107,1,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6901,2023,12,RB,Zamir White,LV,108,1,1,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6902,2023,12,RB,Tony Jones Jr.,ARI,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6903,2023,12,RB,Salvon Ahmed,MIA,110,1,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6904,2023,12,RB,Cam Akers,MIN,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6905,2023,12,RB,J.K. Dobbins,LAC,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6906,2023,12,RB,Khari Blasingame,CHI,113,1,0,0,nan,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6907,2023,12,RB,Travis Homer,CHI,114,1,0,0,nan,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6908,2023,12,RB,Trayveon Williams,CIN,115,1,0,0,nan,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6909,2023,12,RB,Chris Evans,CIN,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6910,2023,12,RB,Mike Boone,CAR,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6911,2023,12,RB,Godwin Igwebuike,PIT,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6912,2023,12,RB,Nick Chubb,CLE,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6913,2023,12,RB,Patrick Ricard,BAL,120,1,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6914,2023,12,RB,Aaron Jones,MIN,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6915,2023,12,RB,Marlon Mack,ARI,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6916,2023,12,RB,D'Onta Foreman,CLE,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6917,2023,12,RB,Michael Burton,DEN,124,1,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6918,2023,12,RB,Ty Montgomery II,FA,125,1,0,0,nan,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6919,2023,12,RB,Jerick McKinnon,KC,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6920,2023,12,RB,Deon Jackson,NYG,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6921,2023,12,RB,Deuce Vaughn,DAL,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6922,2023,12,RB,Hunter Luepke,DAL,129,1,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6923,2023,12,RB,Rashaad Penny,PHI,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6924,2023,12,RB,Emanuel Wilson,GB,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6925,2023,12,RB,Elijah Dotson,LAC,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6926,2023,12,RB,Chase Brown,CIN,133,1,0,0,nan,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6927,2023,12,RB,Julius Chestnut,TEN,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6928,2023,12,RB,Isaiah Spiller,LAC,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6929,2023,12,RB,De'Von Achane,MIA,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6930,2023,12,RB,Jordan Mason,SF,137,1,0,0,nan,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6931,2023,12,RB,Reggie Gilliam,BUF,138,1,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6932,2023,12,RB,Craig Reynolds,DET,139,1,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6933,2023,12,RB,Kenneth Walker III,SEA,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6934,2023,12,RB,Evan Hull,IND,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6935,2023,12,RB,Pierre Strong Jr.,CLE,142,1,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6936,2023,12,RB,Ronnie Rivers,LAR,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6937,2023,12,RB,Sean Tucker,TB,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6938,2023,12,RB,Adam Prentice,NO,145,1,0,0,nan,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6939,2023,12,RB,Gary Brightwell,NYG,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6940,2023,12,RB,Jake Funk,DET,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6941,2023,12,RB,Keaontay Ingram,KC,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6942,2023,12,RB,Kyle Juszczyk,SF,149,1,0,0,nan,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6943,2023,12,RB,Eric Gray,NYG,150,1,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6944,2023,12,RB,Ben Mason,LAC,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6945,2023,13,RB,Derrick Henry,BAL,1,1,21,102,4.9,95,4.5,7,0,0.3,1,1,-1,22,1,1,0,0,0,22,1,2,0,7,0
6946,2023,13,RB,Joe Mixon,HOU,2,1,19,68,3.6,42,2.2,26,32,1.4,0,1,-1,6,1,0,0,0,0,18,6,7,0,26,32
6947,2023,13,RB,Alvin Kamara,NO,3,1,14,51,3.6,24,1.7,27,7,1.9,1,1,-2,2,1,0,0,0,0,16,6,8,0,27,7
6948,2023,13,RB,James Conner,ARI,4,1,25,105,4.2,89,3.6,16,0,0.6,6,3,-6,9,3,1,0,0,0,29,0,2,0,16,0
6949,2023,13,RB,Chuba Hubbard,CAR,5,1,25,104,4.2,68,2.7,36,0,1.4,0,3,-8,1,1,0,0,0,0,17,0,0,0,36,0
6950,2023,13,RB,De'Von Achane,MIA,6,1,17,73,4.3,46,2.7,27,19,1.6,4,1,-7,4,1,0,0,0,0,15,3,4,0,27,19
6951,2023,13,RB,Christian McCaffrey,SF,7,1,17,93,5.5,51,3.0,42,0,2.5,1,1,-1,2,3,0,0,0,0,16,3,4,0,42,0
6952,2023,13,RB,Isiah Pacheco,KC,8,1,18,110,6.1,46,2.6,64,6,3.6,0,1,-1,1,3,1,0,0,0,26,3,4,0,64,6
6953,2023,13,RB,Kyren Williams,LAR,9,1,21,88,4.2,65,3.1,23,0,1.1,4,1,-2,1,2,0,0,0,0,18,3,5,1,23,0
6954,2023,13,RB,Rachaad White,TB,10,1,20,84,4.2,69,3.5,15,6,0.8,0,1,-5,1,2,1,1,0,0,30,3,5,0,15,6
6955,2023,13,RB,Zach Charbonnet,SEA,11,1,19,60,3.2,26,1.4,34,25,1.8,1,1,-5,1,1,0,0,0,0,14,1,2,0,34,25
6956,2023,13,RB,Tony Pollard,TEN,12,1,20,68,3.4,31,1.6,37,7,1.9,4,3,-8,6,2,0,0,0,0,16,3,4,3,37,7
6957,2023,13,RB,Travis Etienne Jr.,JAC,13,1,11,45,4.1,37,3.4,8,3,0.7,0,0,0,4,2,0,0,0,0,13,4,4,1,8,3
6958,2023,13,RB,David Montgomery,DET,14,1,18,56,3.1,43,2.4,13,0,0.7,0,2,-2,2,1,0,0,0,0,13,1,2,0,13,0
6959,2023,13,RB,Jerome Ford,CLE,15,1,9,19,2.1,14,1.6,5,0,0.6,0,2,-10,0,1,0,0,0,0,10,3,3,0,5,0
6960,2023,13,RB,Raheem Mostert,MIA,16,1,11,43,3.9,10,0.9,33,4,3.0,3,2,-5,1,1,0,0,0,0,12,1,1,0,33,4
6961,2023,13,RB,Dameon Pierce,HOU,17,1,15,41,2.7,16,1.1,25,0,1.7,1,3,-6,3,1,1,0,0,0,22,0,0,0,25,0
6962,2023,13,RB,Ezekiel Elliott,NE,18,1,17,52,3.1,31,1.8,19,22,1.1,0,3,-8,0,0,0,0,0,0,8,4,5,0,19,22
6963,2023,13,RB,Tyjae Spears,TEN,19,1,16,75,4.7,0,0.0,0,3,0.0,0,2,-3,0,2,0,0,0,0,19,4,6,1,0,3
6964,2023,13,RB,AJ Dillon,GB,20,1,18,73,4.1,29,1.6,44,2,2.4,0,1,-1,0,1,0,0,0,0,10,1,1,0,44,2
6965,2023,13,RB,Bijan Robinson,ATL,21,1,18,53,2.9,35,1.9,18,3,1.0,1,3,-7,0,1,0,0,0,0,12,3,5,1,18,3
6966,2023,13,RB,Najee Harris,PIT,22,1,16,63,3.9,59,3.7,4,0,0.3,2,1,-1,0,2,0,0,0,0,11,2,3,0,4,0
6967,2023,13,RB,Antonio Gibson,NE,23,1,10,35,3.5,7,0.7,28,5,2.8,3,0,0,0,0,0,0,0,0,9,4,5,1,28,5
6968,2023,13,RB,Javonte Williams,DEN,24,1,13,46,3.5,19,1.5,27,12,2.1,0,1,-2,0,1,0,0,0,0,16,3,3,0,27,12
6969,2023,13,RB,Chase Brown,CIN,25,1,9,61,6.8,11,1.2,50,0,5.6,1,2,-5,0,2,1,1,0,0,31,0,0,0,50,0
6970,2023,13,RB,Zack Moss,CIN,26,1,19,51,2.7,0,0.0,0,0,0.0,0,1,-1,0,0,0,0,0,0,5,2,3,1,0,0
6971,2023,13,RB,Jaylen Warren,PIT,27,1,9,59,6.6,52,5.8,7,0,0.8,2,0,0,0,1,0,0,0,0,18,1,3,0,7,0
6972,2023,13,RB,Jahmyr Gibbs,DET,28,1,8,60,7.5,22,2.8,38,0,4.8,0,0,0,0,1,1,1,0,0,36,1,2,0,38,0
6973,2023,13,RB,Brian Robinson Jr.,WAS,29,1,7,53,7.6,23,3.3,30,0,4.3,2,0,0,0,1,1,0,0,0,29,0,0,0,30,0
6974,2023,13,RB,Kareem Hunt,CLE,30,1,12,48,4.0,31,2.6,17,0,1.4,0,1,-1,0,0,0,0,0,0,7,1,1,0,17,0
6975,2023,13,RB,Kenneth Gainwell,PHI,31,1,2,5,2.5,0,0.0,0,17,0.0,0,0,0,0,0,0,0,0,0,3,5,6,0,0,17
6976,2023,13,RB,Breece Hall,NYJ,32,1,13,16,1.2,11,0.8,5,18,0.4,0,6,-12,0,0,0,0,0,0,9,6,8,0,5,18
6977,2023,13,RB,Devin Singletary,NYG,33,1,8,36,4.5,24,3.0,12,0,1.5,0,0,0,0,2,0,0,0,0,14,1,1,0,12,0
6978,2023,13,RB,Boston Scott,PHI,34,1,1,2,2.0,0,0.0,2,0,2.0,0,0,0,0,0,0,0,0,0,2,1,1,0,2,0
6979,2023,13,RB,Chris Rodriguez Jr.,WAS,35,1,7,29,4.1,14,2.0,15,0,2.1,1,1,-2,0,1,0,0,0,0,15,0,0,0,15,0
6980,2023,13,RB,Patrick Taylor Jr.,SF,36,1,2,29,14.5,26,13.0,3,0,1.5,0,0,0,0,1,1,0,0,0,24,0,1,0,3,0
6981,2023,13,RB,Miles Sanders,CAR,37,1,8,23,2.9,19,2.4,4,3,0.5,0,1,-2,0,0,0,0,0,0,8,1,2,0,4,3
6982,2023,13,RB,Austin Ekeler,WAS,38,1,14,18,1.3,6,0.4,12,4,0.9,1,2,-9,0,0,0,0,0,0,4,2,3,0,12,4
6983,2023,13,RB,Tyler Allgeier,ATL,39,1,8,26,3.3,15,1.9,11,0,1.4,0,0,0,0,0,0,0,0,0,6,0,0,0,11,0
6984,2023,13,RB,Dalvin Cook,BAL,40,1,9,35,3.9,25,2.8,10,0,1.1,0,0,0,0,1,0,0,0,0,14,1,2,0,10,0
6985,2023,13,RB,Joshua Kelley,LAC,41,1,6,16,2.7,6,1.0,10,0,1.7,0,1,-1,0,0,0,0,0,0,7,2,3,0,10,0
6986,2023,13,RB,Michael Carter,ARI,42,1,4,25,6.3,8,2.0,17,0,4.3,1,0,0,0,1,0,0,0,0,19,0,0,0,17,0
6987,2023,13,RB,Rico Dowdle,DAL,43,1,5,15,3.0,4,0.8,11,0,2.2,1,0,0,0,0,0,0,0,0,8,1,1,0,11,0
6988,2023,13,RB,Jaleel McLaughlin,DEN,44,1,4,15,3.8,12,3.0,3,2,0.8,0,1,-1,0,0,0,0,0,0,8,2,2,0,3,2
6989,2023,13,RB,D'Andre Swift,CHI,45,1,6,13,2.2,12,2.0,1,0,0.2,0,0,0,0,0,0,0,0,0,4,2,6,0,1,0
6990,2023,13,RB,Pierre Strong Jr.,CLE,46,1,2,20,10.0,0,0.0,0,0,0.0,0,0,0,0,1,0,0,0,0,13,0,0,0,0,0
6991,2023,13,RB,Rhamondre Stevenson,NE,47,1,9,39,4.3,23,2.6,16,0,1.8,1,1,-2,0,0,0,0,0,0,9,1,1,0,16,0
6992,2023,13,RB,Cordarrelle Patterson,PIT,48,1,5,11,2.2,6,1.2,5,0,1.0,0,2,-2,0,0,0,0,0,0,7,1,2,0,5,0
6993,2023,13,RB,Jamaal Williams,NO,49,1,5,10,2.0,0,0.0,0,0,0.0,0,1,-1,0,0,0,0,0,0,4,1,1,0,0,0
6994,2023,13,RB,Dare Ogunbowale,FA,50,1,1,1,1.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
6995,2023,13,RB,Clyde Edwards-Helaire,KC,51,1,2,6,3.0,3,1.5,3,2,1.5,0,0,0,0,0,0,0,0,0,5,1,2,1,3,2
6996,2023,13,RB,Elijah Mitchell,SF,52,1,3,13,4.3,3,1.0,10,0,3.3,1,0,0,0,1,0,0,0,0,11,0,0,0,10,0
6997,2023,13,RB,Jeff Wilson Jr.,MIA,53,1,4,11,2.8,5,1.3,6,0,1.5,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0
6998,2023,13,RB,Tyler Goodson,IND,54,1,0,0,nan,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0
6999,2023,13,RB,Jordan Mason,SF,55,1,2,10,5.0,4,2.0,6,0,3.0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0
7000,2023,13,RB,Chase Edmonds,TB,56,1,2,7,3.5,2,1.0,5,2,2.5,0,0,0,0,0,0,0,0,0,4,1,1,0,5,2
7001,2023,13,RB,D'Ernest Johnson,JAC,57,1,5,4,0.8,-1,-0.2,5,2,1.0,0,1,-4,0,0,0,0,0,0,4,1,1,0,5,2
7002,2023,13,RB,DeeJay Dallas,ARI,58,1,1,6,6.0,5,5.0,1,0,1.0,0,0,0,0,0,0,0,0,0,6,0,2,0,1,0
7003,2023,13,RB,Samaje Perine,DEN,59,1,1,1,1.0,0,0.0,1,0,1.0,0,0,0,0,0,0,0,0,0,1,2,2,0,1,0
7004,2023,13,RB,Raheem Blackshear,CAR,60,1,1,6,6.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
7005,2023,13,RB,Michael Burton,DEN,61,1,1,4,4.0,1,1.0,3,0,3.0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0
7006,2023,13,RB,Ty Montgomery II,FA,62,1,1,2,2.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
7007,2023,13,RB,Jakob Johnson,LV,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7008,2023,13,RB,Emanuel Wilson,GB,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7009,2023,13,RB,Chris Brooks,MIA,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7010,2023,13,RB,Hunter Luepke,DAL,66,1,0,0,nan,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7011,2023,13,RB,Alec Ingold,MIA,67,1,0,0,nan,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
7012,2023,13,RB,Brittain Brown,LV,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7013,2023,13,RB,Zonovan Knight,DET,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7014,2023,13,RB,Kevin Harris,NE,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7015,2023,13,RB,Royce Freeman,DAL,71,1,1,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7016,2023,13,RB,Jeremy McNichols,WAS,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7017,2023,13,RB,Kendre Miller,NO,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7018,2023,13,RB,Nick Bawden,NYJ,74,1,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7019,2023,13,RB,Derrick Gore,WAS,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7020,2023,13,RB,Trey Sermon,IND,76,1,0,0,nan,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7021,2023,13,RB,Jashaun Corbin,NYG,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7022,2023,13,RB,Tyrion Davis-Price,PHI,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7023,2023,13,RB,Ke'Shawn Vaughn,NE,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7024,2023,13,RB,Malik Davis,DAL,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7025,2023,13,RB,Alex Armah Jr.,WAS,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
