,Year,Week,Position,Player,Team,Inside,Rank,ATT,RUSH YDS,Y/A,RUSH TD,RUSH PCT,REC,TGT,REC PCT,REC YDS,Y/R,REC TD,TGT PCT,FL,G,FPTS,FPTS/G,ROST %
0,2021,1,RB,Nick Chubb,CLE,20,1,6,43,7.2,2,0.67,0,0,0.0,0,0,0,0.0,0,1,16.3,16.3,0.55
1,2021,1,RB,Josh Jacobs,GB,20,2,3,17,5.7,2,1.0,0,0,0.0,0,0,0,0.0,0,1,13.7,13.7,0.97
2,2021,1,RB,Darrell Henderson Jr.,FA,20,3,4,17,4.3,1,1.0,1,1,1.0,17,17.0,0,1.0,0,1,10.4,10.4,0.03
3,2021,1,RB,Alvin Kamara,NO,20,4,5,9,1.8,0,0.83,2,2,1.0,5,2.5,1,0.5,0,1,9.4,9.4,0.98
4,2021,1,RB,David Johnson,FA,20,5,0,0,0,0,0.0,1,2,0.5,7,7.0,1,0.67,0,1,7.7,7.7,0.0
5,2021,1,RB,Mark Ingram II,FA,20,6,6,14,2.3,1,0.86,0,0,0.0,0,0,0,0.0,0,1,7.4,7.4,0.0
6,2021,1,RB,Austin Ekeler,WAS,20,7,7,12,1.7,1,0.78,0,0,0.0,0,0,0,0.0,0,1,7.2,7.2,0.92
7,2021,1,RB,Kenneth Gainwell,PHI,20,8,2,9,4.5,1,1.0,0,0,0.0,0,0,0,0.0,0,1,6.9,6.9,0.15
8,2021,1,RB,Joe Mixon,HOU,20,9,3,8,2.7,1,1.0,0,0,0.0,0,0,0,0.0,0,1,6.8,6.8,0.99
9,2021,1,RB,Latavius Murray,BUF,20,10,1,8,8.0,1,0.5,0,0,0.0,0,0,0,0.0,0,1,6.8,6.8,0.08
10,2021,1,RB,Kareem Hunt,CLE,20,11,3,8,2.7,1,0.33,0,0,0.0,0,0,0,0.0,0,1,6.8,6.8,0.27
11,2021,1,RB,Phillip Lindsay,FA,20,12,1,5,5.0,1,0.14,0,1,0.0,0,0,0,0.33,0,1,6.5,6.5,0.0
12,2021,1,RB,JaMycal Hasty,NE,20,13,1,3,3.0,1,0.33,0,0,0.0,0,0,0,0.0,0,1,6.3,6.3,0.0
13,2021,1,RB,David Montgomery,DET,20,14,2,3,1.5,1,0.5,0,0,0.0,0,0,0,0.0,0,1,6.3,6.3,0.92
14,2021,1,RB,Dalvin Cook,BAL,20,15,2,2,1.0,1,1.0,0,0,0.0,0,0,0,0.0,0,1,6.2,6.2,0.1
15,2021,1,RB,Jamaal Williams,NO,20,16,1,1,1.0,1,0.33,0,0,0.0,0,0,0,0.0,0,1,6.1,6.1,0.1
16,2021,1,RB,Jonathan Taylor,IND,20,17,5,21,4.2,0,1.0,1,1,1.0,7,7.0,0,1.0,0,1,3.8,3.8,0.99
17,2021,1,RB,Christian McCaffrey,SF,20,18,5,13,2.6,0,1.0,1,1,1.0,11,11.0,0,1.0,0,1,3.4,3.4,1.0
18,2021,1,RB,Leonard Fournette,FA,20,19,4,15,3.8,0,1.0,1,1,1.0,2,2.0,0,1.0,0,1,2.7,2.7,0.02
19,2021,1,RB,Ezekiel Elliott,NE,20,20,1,-1,-1.0,0,1.0,2,2,1.0,6,3.0,0,0.67,0,1,2.5,2.5,0.47
20,2021,1,RB,Tony Jones Jr.,ARI,20,21,1,9,9.0,0,0.17,1,1,1.0,3,3.0,0,0.25,0,1,2.2,2.2,0.0
21,2021,1,RB,Tony Pollard,TEN,20,22,0,0,0,0,0.0,1,1,1.0,6,6.0,0,0.33,0,1,1.6,1.6,0.93
22,2021,1,RB,D'Andre Swift,CHI,20,23,2,2,1.0,0,0.67,1,1,1.0,3,3.0,0,1.0,0,1,1.5,1.5,0.92
23,2021,1,RB,Ty Montgomery II,FA,20,24,0,0,0,0,0.0,1,1,1.0,5,5.0,0,0.25,0,1,1.5,1.5,0.0
24,2021,1,RB,Alec Ingold,MIA,20,25,0,0,0,0,0.0,1,1,1.0,3,3.0,0,1.0,0,1,1.3,1.3,0.0
25,2021,1,RB,Mike Davis,FA,20,26,3,13,4.3,0,0.75,0,2,0.0,0,0,0,1.0,0,1,1.3,1.3,0.01
26,2021,1,RB,Najee Harris,PIT,20,27,2,-1,-0.5,0,1.0,1,2,0.5,4,4.0,0,1.0,0,1,1.3,1.3,0.9
27,2021,1,RB,Chase Edmonds,TB,20,28,1,0,0.0,0,0.2,1,1,1.0,3,3.0,0,1.0,0,1,1.3,1.3,0.01
28,2021,1,RB,James Conner,ARI,20,29,4,12,3.0,0,0.8,0,0,0.0,0,0,0,0.0,0,1,1.2,1.2,0.9
29,2021,1,RB,Devin Singletary,NYG,20,30,1,3,3.0,0,1.0,1,1,1.0,-2,-2.0,0,1.0,0,1,1.1,1.1,0.83
30,2021,1,RB,Salvon Ahmed,MIA,20,31,1,8,8.0,0,0.33,0,0,0.0,0,0,0,0.0,0,1,0.8,0.8,0.01
31,2021,1,RB,Myles Gaskin,MIN,20,32,1,8,8.0,0,0.33,0,0,0.0,0,0,0,0.0,0,1,0.8,0.8,0.0
32,2021,1,RB,Clyde Edwards-Helaire,KC,20,33,2,7,3.5,0,0.67,0,0,0.0,0,0,0,0.0,0,1,0.7,0.7,0.22
33,2021,1,RB,Elijah Mitchell,SF,20,34,2,6,3.0,0,0.67,0,0,0.0,0,0,0,0.0,0,1,0.6,0.6,0.1
34,2021,1,RB,Devontae Booker,FA,20,35,1,6,6.0,0,0.5,0,0,0.0,0,0,0,0.0,0,1,0.6,0.6,0.0
35,2021,1,RB,Justin Jackson,FA,20,36,1,5,5.0,0,0.11,0,0,0.0,0,0,0,0.0,0,1,0.5,0.5,0.0
36,2021,1,RB,Rashaad Penny,PHI,20,37,1,4,4.0,0,0.5,0,0,0.0,0,0,0,0.0,0,1,0.4,0.4,0.04
37,2021,1,RB,Chris Carson,FA,20,38,1,4,4.0,0,0.5,0,0,0.0,0,0,0,0.0,0,1,0.4,0.4,0.0
38,2021,1,RB,Ty'Son Williams,FA,20,39,1,4,4.0,0,0.5,0,0,0.0,0,0,0,0.0,0,1,0.4,0.4,0.0
39,2021,1,RB,Malcolm Brown,FA,20,40,1,4,4.0,0,0.33,0,0,0.0,0,0,0,0.0,0,1,0.4,0.4,0.0
40,2021,1,RB,Darrel Williams,FA,20,41,1,4,4.0,0,0.33,0,0,0.0,0,0,0,0.0,0,1,0.4,0.4,0.0
41,2021,1,RB,Cordarrelle Patterson,PIT,20,42,1,3,3.0,0,0.25,0,0,0.0,0,0,0,0.0,0,1,0.3,0.3,0.01
42,2021,1,RB,Larry Rountree III,FA,20,43,1,3,3.0,0,0.11,0,0,0.0,0,0,0,0.0,0,1,0.3,0.3,0.0
43,2021,1,RB,Aaron Jones,MIN,20,44,1,3,3.0,0,1.0,0,0,0.0,0,0,0,0.0,0,1,0.3,0.3,0.91
44,2021,1,RB,Damien Williams,FA,20,45,2,1,0.5,0,0.5,0,0,0.0,0,0,0,0.0,0,1,0.1,0.1,0.0
45,2021,1,RB,Saquon Barkley,PHI,20,46,1,1,1.0,0,0.5,0,2,0.0,0,0,0,1.0,0,1,0.1,0.1,1.0
46,2021,1,RB,Miles Sanders,CAR,20,47,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,1,0.0,0.0,0.34
47,2021,1,RB,Derrick Henry,BAL,20,48,2,0,0.0,0,1.0,0,0,0.0,0,0,0,0.0,0,1,0.0,0.0,0.99
48,2021,1,RB,Javonte Williams,DEN,20,49,2,0,0.0,0,1.0,0,0,0.0,0,0,0,0.0,0,1,0.0,0.0,0.88
49,2021,1,RB,Antonio Gibson,NE,20,50,1,-3,-3.0,0,1.0,0,0,0.0,0,0,0,0.0,0,1,-0.3,-0.3,0.66
50,2021,1,RB,Damien Harris,FA,20,51,3,6,2.0,0,1.0,0,0,0.0,0,0,0,0.0,1,1,-1.4,-1.4,0.05
51,2021,1,RB,Josh Jacobs,GB,15,1,3,17,5.7,2,1.0,0,0,0.0,0,0,0,0.0,0,1,13.7,13.7,0.97
52,2021,1,RB,Alvin Kamara,NO,15,2,4,6,1.5,0,0.8,1,1,1.0,3,3.0,1,0.33,0,1,7.9,7.9,0.98
53,2021,1,RB,Nick Chubb,CLE,15,3,4,18,4.5,1,0.57,0,0,0.0,0,0,0,0.0,0,1,7.8,7.8,0.55
54,2021,1,RB,David Johnson,FA,15,4,0,0,0,0,0.0,1,2,0.5,7,7.0,1,0.67,0,1,7.7,7.7,0.0
55,2021,1,RB,Mark Ingram II,FA,15,5,6,14,2.3,1,0.86,0,0,0.0,0,0,0,0.0,0,1,7.4,7.4,0.0
56,2021,1,RB,Kareem Hunt,CLE,15,6,3,8,2.7,1,0.43,0,0,0.0,0,0,0,0.0,0,1,6.8,6.8,0.27
57,2021,1,RB,Kenneth Gainwell,PHI,15,7,1,8,8.0,1,1.0,0,0,0.0,0,0,0,0.0,0,1,6.8,6.8,0.15
58,2021,1,RB,Latavius Murray,BUF,15,8,1,8,8.0,1,0.5,0,0,0.0,0,0,0,0.0,0,1,6.8,6.8,0.08
59,2021,1,RB,Phillip Lindsay,FA,15,9,1,5,5.0,1,0.14,0,1,0.0,0,0,0,0.33,0,1,6.5,6.5,0.0
60,2021,1,RB,Austin Ekeler,WAS,15,10,5,4,0.8,1,0.83,0,0,0.0,0,0,0,0.0,0,1,6.4,6.4,0.92
61,2021,1,RB,David Montgomery,DET,15,11,2,3,1.5,1,0.5,0,0,0.0,0,0,0,0.0,0,1,6.3,6.3,0.92
62,2021,1,RB,JaMycal Hasty,NE,15,12,1,3,3.0,1,0.33,0,0,0.0,0,0,0,0.0,0,1,6.3,6.3,0.0
63,2021,1,RB,Joe Mixon,HOU,15,13,2,3,1.5,1,1.0,0,0,0.0,0,0,0,0.0,0,1,6.3,6.3,0.99
64,2021,1,RB,Dalvin Cook,BAL,15,14,2,2,1.0,1,1.0,0,0,0.0,0,0,0,0.0,0,1,6.2,6.2,0.1
65,2021,1,RB,Darrell Henderson Jr.,FA,15,15,3,2,0.7,1,1.0,0,0,0.0,0,0,0,0.0,0,1,6.2,6.2,0.03
66,2021,1,RB,Jamaal Williams,NO,15,16,1,1,1.0,1,0.5,0,0,0.0,0,0,0,0.0,0,1,6.1,6.1,0.1
67,2021,1,RB,Jonathan Taylor,IND,15,17,4,12,3.0,0,1.0,1,1,1.0,7,7.0,0,1.0,0,1,2.9,2.9,0.99
68,2021,1,RB,Tony Jones Jr.,ARI,15,18,1,9,9.0,0,0.2,1,1,1.0,3,3.0,0,0.33,0,1,2.2,2.2,0.0
69,2021,1,RB,Leonard Fournette,FA,15,19,2,6,3.0,0,1.0,1,1,1.0,2,2.0,0,1.0,0,1,1.8,1.8,0.02
70,2021,1,RB,Ty Montgomery II,FA,15,20,0,0,0,0,0.0,1,1,1.0,5,5.0,0,0.33,0,1,1.5,1.5,0.0
71,2021,1,RB,D'Andre Swift,CHI,15,21,1,1,1.0,0,0.5,1,1,1.0,3,3.0,0,1.0,0,1,1.4,1.4,0.92
72,2021,1,RB,Najee Harris,PIT,15,22,2,-1,-0.5,0,1.0,1,2,0.5,4,4.0,0,1.0,0,1,1.3,1.3,0.9
73,2021,1,RB,Ezekiel Elliott,NE,15,23,1,-1,-1.0,0,1.0,1,1,1.0,3,3.0,0,1.0,0,1,1.2,1.2,0.47
74,2021,1,RB,Devin Singletary,NYG,15,24,1,3,3.0,0,1.0,1,1,1.0,-2,-2.0,0,1.0,0,1,1.1,1.1,0.83
75,2021,1,RB,James Conner,ARI,15,25,2,8,4.0,0,0.67,0,0,0.0,0,0,0,0.0,0,1,0.8,0.8,0.9
76,2021,1,RB,Salvon Ahmed,MIA,15,26,1,8,8.0,0,0.33,0,0,0.0,0,0,0,0.0,0,1,0.8,0.8,0.01
77,2021,1,RB,Myles Gaskin,MIN,15,27,1,8,8.0,0,0.33,0,0,0.0,0,0,0,0.0,0,1,0.8,0.8,0.0
78,2021,1,RB,Clyde Edwards-Helaire,KC,15,28,2,7,3.5,0,1.0,0,0,0.0,0,0,0,0.0,0,1,0.7,0.7,0.22
79,2021,1,RB,Elijah Mitchell,SF,15,29,2,6,3.0,0,0.67,0,0,0.0,0,0,0,0.0,0,1,0.6,0.6,0.1
80,2021,1,RB,Christian McCaffrey,SF,15,30,4,6,1.5,0,1.0,0,0,0.0,0,0,0,0.0,0,1,0.6,0.6,1.0
81,2021,1,RB,Ty'Son Williams,FA,15,31,1,4,4.0,0,0.5,0,0,0.0,0,0,0,0.0,0,1,0.4,0.4,0.0
82,2021,1,RB,Malcolm Brown,FA,15,32,1,4,4.0,0,0.33,0,0,0.0,0,0,0,0.0,0,1,0.4,0.4,0.0
83,2021,1,RB,Rashaad Penny,PHI,15,33,1,4,4.0,0,1.0,0,0,0.0,0,0,0,0.0,0,1,0.4,0.4,0.04
84,2021,1,RB,Cordarrelle Patterson,PIT,15,34,1,3,3.0,0,0.33,0,0,0.0,0,0,0,0.0,0,1,0.3,0.3,0.01
85,2021,1,RB,Larry Rountree III,FA,15,35,1,3,3.0,0,0.17,0,0,0.0,0,0,0,0.0,0,1,0.3,0.3,0.0
86,2021,1,RB,Aaron Jones,MIN,15,36,1,3,3.0,0,1.0,0,0,0.0,0,0,0,0.0,0,1,0.3,0.3,0.91
87,2021,1,RB,Damien Williams,FA,15,37,2,1,0.5,0,0.5,0,0,0.0,0,0,0,0.0,0,1,0.1,0.1,0.0
88,2021,1,RB,Mike Davis,FA,15,38,2,1,0.5,0,0.67,0,2,0.0,0,0,0,1.0,0,1,0.1,0.1,0.01
89,2021,1,RB,Saquon Barkley,PHI,15,39,1,1,1.0,0,1.0,0,1,0.0,0,0,0,1.0,0,1,0.1,0.1,1.0
90,2021,1,RB,Derrick Henry,BAL,15,40,2,0,0.0,0,1.0,0,0,0.0,0,0,0,0.0,0,1,0.0,0.0,0.99
91,2021,1,RB,Miles Sanders,CAR,15,41,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,1,0.0,0.0,0.34
92,2021,1,RB,Javonte Williams,DEN,15,42,2,0,0.0,0,1.0,0,0,0.0,0,0,0,0.0,0,1,0.0,0.0,0.88
93,2021,1,RB,Chase Edmonds,TB,15,43,1,0,0.0,0,0.33,0,0,0.0,0,0,0,0.0,0,1,0.0,0.0,0.01
94,2021,1,RB,Damien Harris,FA,15,44,2,3,1.5,0,1.0,0,0,0.0,0,0,0,0.0,1,1,-1.7,-1.7,0.05
95,2021,1,RB,Nick Chubb,CLE,10,1,4,18,4.5,1,0.67,0,0,0.0,0,0,0,0.0,0,1,7.8,7.8,0.55
96,2021,1,RB,Alvin Kamara,NO,10,2,2,4,2.0,0,1.0,1,1,1.0,3,3.0,1,0.33,0,1,7.7,7.7,0.98
97,2021,1,RB,David Johnson,FA,10,3,0,0,0,0,0.0,1,2,0.5,7,7.0,1,0.67,0,1,7.7,7.7,0.0
98,2021,1,RB,Kenneth Gainwell,PHI,10,4,1,8,8.0,1,1.0,0,0,0.0,0,0,0,0.0,0,1,6.8,6.8,0.15
99,2021,1,RB,Latavius Murray,BUF,10,5,1,8,8.0,1,1.0,0,0,0.0,0,0,0,0.0,0,1,6.8,6.8,0.08
100,2021,1,RB,Austin Ekeler,WAS,10,6,4,7,1.8,1,1.0,0,0,0.0,0,0,0,0.0,0,1,6.7,6.7,0.92
101,2021,1,RB,Kareem Hunt,CLE,10,7,2,6,3.0,1,0.33,0,0,0.0,0,0,0,0.0,0,1,6.6,6.6,0.27
102,2021,1,RB,Phillip Lindsay,FA,10,8,1,5,5.0,1,0.2,0,1,0.0,0,0,0,0.33,0,1,6.5,6.5,0.0
103,2021,1,RB,Mark Ingram II,FA,10,9,4,4,1.0,1,0.8,0,0,0.0,0,0,0,0.0,0,1,6.4,6.4,0.0
104,2021,1,RB,Joe Mixon,HOU,10,10,2,3,1.5,1,1.0,0,0,0.0,0,0,0,0.0,0,1,6.3,6.3,0.99
105,2021,1,RB,JaMycal Hasty,NE,10,11,1,3,3.0,1,1.0,0,0,0.0,0,0,0,0.0,0,1,6.3,6.3,0.0
106,2021,1,RB,David Montgomery,DET,10,12,1,3,3.0,1,1.0,0,0,0.0,0,0,0,0.0,0,1,6.3,6.3,0.92
107,2021,1,RB,Darrell Henderson Jr.,FA,10,13,3,2,0.7,1,1.0,0,0,0.0,0,0,0,0.0,0,1,6.2,6.2,0.03
108,2021,1,RB,Josh Jacobs,GB,10,14,1,2,2.0,1,1.0,0,0,0.0,0,0,0,0.0,0,1,6.2,6.2,0.97
109,2021,1,RB,Dalvin Cook,BAL,10,15,1,1,1.0,1,1.0,0,0,0.0,0,0,0,0.0,0,1,6.1,6.1,0.1
110,2021,1,RB,Jamaal Williams,NO,10,16,1,1,1.0,1,0.5,0,0,0.0,0,0,0,0.0,0,1,6.1,6.1,0.1
111,2021,1,RB,Jonathan Taylor,IND,10,17,3,0,0.0,0,1.0,1,1,1.0,7,7.0,0,1.0,0,1,1.7,1.7,0.99
112,2021,1,RB,Ty Montgomery II,FA,10,18,0,0,0,0,0.0,1,1,1.0,5,5.0,0,0.33,0,1,1.5,1.5,0.0
113,2021,1,RB,D'Andre Swift,CHI,10,19,1,1,1.0,0,0.5,1,1,1.0,3,3.0,0,1.0,0,1,1.4,1.4,0.92
114,2021,1,RB,Tony Jones Jr.,ARI,10,20,0,0,0,0,0.0,1,1,1.0,3,3.0,0,0.33,0,1,1.3,1.3,0.0
115,2021,1,RB,Najee Harris,PIT,10,21,2,-1,-0.5,0,1.0,1,2,0.5,4,4.0,0,1.0,0,1,1.3,1.3,0.9
116,2021,1,RB,Ezekiel Elliott,NE,10,22,1,-1,-1.0,0,1.0,1,1,1.0,3,3.0,0,1.0,0,1,1.2,1.2,0.47
117,2021,1,RB,Devin Singletary,NYG,10,23,1,3,3.0,0,1.0,1,1,1.0,-2,-2.0,0,1.0,0,1,1.1,1.1,0.83
118,2021,1,RB,James Conner,ARI,10,24,1,6,6.0,0,0.5,0,0,0.0,0,0,0,0.0,0,1,0.6,0.6,0.9
119,2021,1,RB,Leonard Fournette,FA,10,25,1,5,5.0,0,1.0,0,0,0.0,0,0,0,0.0,0,1,0.5,0.5,0.02
120,2021,1,RB,Christian McCaffrey,SF,10,26,2,5,2.5,0,1.0,0,0,0.0,0,0,0,0.0,0,1,0.5,0.5,1.0
121,2021,1,RB,Malcolm Brown,FA,10,27,1,4,4.0,0,1.0,0,0,0.0,0,0,0,0.0,0,1,0.4,0.4,0.0
122,2021,1,RB,Mike Davis,FA,10,28,1,3,3.0,0,1.0,0,2,0.0,0,0,0,1.0,0,1,0.3,0.3,0.01
123,2021,1,RB,Damien Harris,FA,10,29,1,1,1.0,0,1.0,0,0,0.0,0,0,0,0.0,0,1,0.1,0.1,0.05
124,2021,1,RB,Saquon Barkley,PHI,10,30,1,1,1.0,0,1.0,0,1,0.0,0,0,0,1.0,0,1,0.1,0.1,1.0
125,2021,1,RB,Miles Sanders,CAR,10,31,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,1,0.0,0.0,0.34
126,2021,1,RB,Clyde Edwards-Helaire,KC,10,32,1,0,0.0,0,1.0,0,0,0.0,0,0,0,0.0,0,1,0.0,0.0,0.22
127,2021,1,RB,Chase Edmonds,TB,10,33,1,0,0.0,0,0.5,0,0,0.0,0,0,0,0.0,0,1,0.0,0.0,0.01
128,2021,1,RB,Derrick Henry,BAL,10,34,2,0,0.0,0,1.0,0,0,0.0,0,0,0,0.0,0,1,0.0,0.0,0.99
129,2021,1,RB,Alvin Kamara,NO,5,1,1,2,2.0,0,1.0,1,1,1.0,3,3.0,1,1.0,0,1,7.5,7.5,0.98
130,2021,1,RB,Nick Chubb,CLE,5,2,2,6,3.0,1,0.67,0,0,0.0,0,0,0,0.0,0,1,6.6,6.6,0.55
131,2021,1,RB,Phillip Lindsay,FA,5,3,1,5,5.0,1,0.25,0,1,0.0,0,0,0,1.0,0,1,6.5,6.5,0.0
132,2021,1,RB,David Montgomery,DET,5,4,1,3,3.0,1,1.0,0,0,0.0,0,0,0,0.0,0,1,6.3,6.3,0.92
133,2021,1,RB,Austin Ekeler,WAS,5,5,2,3,1.5,1,1.0,0,0,0.0,0,0,0,0.0,0,1,6.3,6.3,0.92
134,2021,1,RB,Mark Ingram II,FA,5,6,3,3,1.0,1,0.75,0,0,0.0,0,0,0,0.0,0,1,6.3,6.3,0.0
135,2021,1,RB,Joe Mixon,HOU,5,7,2,3,1.5,1,1.0,0,0,0.0,0,0,0,0.0,0,1,6.3,6.3,0.99
136,2021,1,RB,JaMycal Hasty,NE,5,8,1,3,3.0,1,1.0,0,0,0.0,0,0,0,0.0,0,1,6.3,6.3,0.0
137,2021,1,RB,Kareem Hunt,CLE,5,9,1,2,2.0,1,0.33,0,0,0.0,0,0,0,0.0,0,1,6.2,6.2,0.27
138,2021,1,RB,Josh Jacobs,GB,5,10,1,2,2.0,1,1.0,0,0,0.0,0,0,0,0.0,0,1,6.2,6.2,0.97
139,2021,1,RB,Darrell Henderson Jr.,FA,5,11,3,2,0.7,1,1.0,0,0,0.0,0,0,0,0.0,0,1,6.2,6.2,0.03
140,2021,1,RB,Jamaal Williams,NO,5,12,1,1,1.0,1,1.0,0,0,0.0,0,0,0,0.0,0,1,6.1,6.1,0.1
141,2021,1,RB,Dalvin Cook,BAL,5,13,1,1,1.0,1,1.0,0,0,0.0,0,0,0,0.0,0,1,6.1,6.1,0.1
142,2021,1,RB,Ezekiel Elliott,NE,5,14,1,-1,-1.0,0,1.0,1,1,1.0,3,3.0,0,1.0,0,1,1.2,1.2,0.47
143,2021,1,RB,Devin Singletary,NYG,5,15,0,0,0,0,0.0,1,1,1.0,-2,-2.0,0,1.0,0,1,0.8,0.8,0.83
144,2021,1,RB,Jonathan Taylor,IND,5,16,1,1,1.0,0,1.0,0,0,0.0,0,0,0,0.0,0,1,0.1,0.1,0.99
145,2021,1,RB,Mike Davis,FA,5,17,0,0,0,0,0.0,0,1,0.0,0,0,0,1.0,0,1,0.0,0.0,0.01
146,2021,1,RB,Derrick Henry,BAL,5,18,2,0,0.0,0,1.0,0,0,0.0,0,0,0,0.0,0,1,0.0,0.0,0.99
147,2021,1,RB,Miles Sanders,CAR,5,19,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,1,0.0,0.0,0.34
148,2021,1,RB,Najee Harris,PIT,5,20,1,-2,-2.0,0,1.0,0,0,0.0,0,0,0,0.0,0,1,-0.2,-0.2,0.9
149,2021,2,RB,Aaron Jones,MIN,20,1,6,19,3.2,1,0.86,4,4,1.0,29,7.3,3,1.0,0,1,32.8,32.8,0.91
150,2021,2,RB,Cordarrelle Patterson,PIT,20,2,2,10,5.0,1,1.0,2,2,1.0,11,5.5,1,1.0,0,1,16.1,16.1,0.01
151,2021,2,RB,Derrick Henry,BAL,20,3,8,27,3.4,2,1.0,1,1,1.0,4,4.0,0,0.5,0,1,16.1,16.1,0.99
152,2021,2,RB,Zack Moss,CIN,20,4,3,8,2.7,2,0.38,1,1,1.0,5,5.0,0,1.0,0,1,14.3,14.3,0.73
153,2021,2,RB,Chris Carson,FA,20,5,5,13,2.6,2,1.0,0,0,0.0,0,0,0,0.0,0,1,13.3,13.3,0.0
154,2021,2,RB,Christian McCaffrey,SF,20,6,7,23,3.3,1,1.0,0,0,0.0,0,0,0,0.0,0,1,8.3,8.3,1.0
155,2021,2,RB,James White,FA,20,7,2,14,7.0,1,0.29,1,1,1.0,-1,-1.0,0,1.0,0,1,8.3,8.3,0.0
156,2021,2,RB,Darrell Henderson Jr.,FA,20,8,5,17,3.4,1,0.83,0,1,0.0,0,0,0,1.0,0,1,7.7,7.7,0.03
157,2021,2,RB,Latavius Murray,BUF,20,9,3,14,4.7,1,0.5,0,0,0.0,0,0,0,0.0,0,1,7.4,7.4,0.08
158,2021,2,RB,Ezekiel Elliott,NE,20,10,3,11,3.7,1,0.75,0,0,0.0,0,0,0,0.0,0,1,7.1,7.1,0.47
159,2021,2,RB,Tony Pollard,TEN,20,11,1,4,4.0,1,0.25,0,0,0.0,0,0,0,0.0,0,1,6.4,6.4,0.93
160,2021,2,RB,J.D. McKissic,FA,20,12,1,2,2.0,1,1.0,0,0,0.0,0,0,0,0.0,0,1,6.2,6.2,0.0
161,2021,2,RB,Darrel Williams,FA,20,13,1,2,2.0,1,0.5,0,0,0.0,0,0,0,0.0,0,1,6.2,6.2,0.0
162,2021,2,RB,Andy Janovich,FA,20,14,2,0,0.0,1,0.33,0,0,0.0,0,0,0,0.0,0,1,6.0,6.0,0.0
163,2021,2,RB,Leonard Fournette,FA,20,15,3,15,5.0,0,1.0,2,2,1.0,10,5.0,0,1.0,0,1,4.5,4.5,0.02
164,2021,2,RB,Ty'Son Williams,FA,20,16,3,17,5.7,0,0.5,1,1,1.0,7,7.0,0,1.0,0,1,3.4,3.4,0.0
165,2021,2,RB,Melvin Gordon III,FA,20,17,4,8,2.0,0,0.67,1,1,1.0,8,8.0,0,1.0,0,1,2.6,2.6,0.0
166,2021,2,RB,Jerick McKinnon,KC,20,18,0,0,0,0,0.0,1,1,1.0,14,14.0,0,1.0,0,1,2.4,2.4,0.16
167,2021,2,RB,Dalvin Cook,BAL,20,19,1,7,7.0,0,0.33,1,1,1.0,3,3.0,0,1.0,0,1,2.0,2.0,0.1
168,2021,2,RB,Kenyan Drake,FA,20,20,2,5,2.5,0,0.67,1,1,1.0,3,3.0,0,1.0,0,1,1.8,1.8,0.0
169,2021,2,RB,David Montgomery,DET,20,21,3,3,1.0,0,1.0,1,1,1.0,3,3.0,0,1.0,0,1,1.6,1.6,0.92
170,2021,2,RB,Jonathan Taylor,IND,20,22,7,16,2.3,0,1.0,0,0,0.0,0,0,0,0.0,0,1,1.6,1.6,0.99
171,2021,2,RB,Jeremy McNichols,WAS,20,23,0,0,0,0,0.0,1,1,1.0,5,5.0,0,0.5,0,1,1.5,1.5,0.0
172,2021,2,RB,Michael Carter,ARI,20,24,3,13,4.3,0,0.6,0,0,0.0,0,0,0,0.0,0,1,1.3,1.3,0.01
173,2021,2,RB,Ty Montgomery II,FA,20,25,0,0,0,0,0.0,1,1,1.0,3,3.0,0,1.0,0,1,1.3,1.3,0.0
174,2021,2,RB,Javonte Williams,DEN,20,26,2,11,5.5,0,0.33,0,0,0.0,0,0,0,0.0,0,1,1.1,1.1,0.88
175,2021,2,RB,Alexander Mattison,LV,20,27,2,9,4.5,0,0.67,0,0,0.0,0,0,0,0.0,0,1,0.9,0.9,0.41
176,2021,2,RB,Devin Singletary,NYG,20,28,3,8,2.7,0,0.38,0,0,0.0,0,0,0,0.0,0,1,0.8,0.8,0.83
177,2021,2,RB,Austin Ekeler,WAS,20,29,0,0,0,0,0.0,1,1,1.0,-2,-2.0,0,1.0,0,1,0.8,0.8,0.92
178,2021,2,RB,Chase Edmonds,TB,20,30,1,8,8.0,0,0.5,0,0,0.0,0,0,0,0.0,0,1,0.8,0.8,0.01
179,2021,2,RB,Nick Chubb,CLE,20,31,2,7,3.5,0,0.33,0,0,0.0,0,0,0,0.0,0,1,0.7,0.7,0.55
180,2021,2,RB,Mark Ingram II,FA,20,32,4,6,1.5,0,0.8,0,1,0.0,0,0,0,1.0,0,1,0.6,0.6,0.0
181,2021,2,RB,Justin Jackson,FA,20,33,1,5,5.0,0,1.0,0,0,0.0,0,0,0,0.0,0,1,0.5,0.5,0.0
182,2021,2,RB,Jamaal Williams,NO,20,34,2,5,2.5,0,0.67,0,0,0.0,0,0,0,0.0,0,1,0.5,0.5,0.1
183,2021,2,RB,Kareem Hunt,CLE,20,35,2,4,2.0,0,0.33,0,0,0.0,0,0,0,0.0,0,1,0.4,0.4,0.27
184,2021,2,RB,Clyde Edwards-Helaire,KC,20,36,1,4,4.0,0,0.5,0,0,0.0,0,0,0,0.0,0,1,0.4,0.4,0.22
