,Year,Week,Position,Player,Team,Inside,Rank,ATT,RUSH YDS,Y/A,RUSH TD,RUSH PCT,REC,TGT,REC PCT,REC YDS,Y/R,REC TD,TGT PCT,FL,G,FPTS,FPTS/G,ROST %
3430,2022,5,RB,Zamir White,LV,20,51,1,-7,-7.0,0,0.5,0,0,0.0,0,0,0,0.0,0,1,-0.7,-0.7,0.72
3431,2022,5,RB,Tevin Coleman,FA,15,1,2,3,1.5,1,0.5,1,1,1.0,9,9.0,1,1.0,0,1,14.2,14.2,0.0
3432,2022,5,RB,Derrick Henry,BAL,15,2,4,5,1.3,2,1.0,1,1,1.0,6,6.0,0,0.5,0,1,14.1,14.1,0.99
3433,2022,5,RB,Leonard Fournette,FA,15,3,2,1,0.5,1,1.0,1,1,1.0,1,1.0,1,1.0,0,1,13.2,13.2,0.02
3434,2022,5,RB,Dalvin Cook,BAL,15,4,4,9,2.3,2,0.67,0,0,0.0,0,0,0,0.0,0,1,12.9,12.9,0.1
3435,2022,5,RB,Michael Carter,ARI,15,5,3,6,2.0,2,0.5,0,0,0.0,0,0,0,0.0,0,1,12.6,12.6,0.01
3436,2022,5,RB,Austin Ekeler,WAS,15,6,2,0,0.0,0,0.4,2,2,1.0,13,6.5,1,1.0,0,1,9.3,9.3,0.92
3437,2022,5,RB,Eno Benjamin,NO,15,7,1,11,11.0,1,1.0,1,1,1.0,11,11.0,0,1.0,0,1,9.2,9.2,0.0
3438,2022,5,RB,Raheem Mostert,MIA,15,8,1,12,12.0,1,1.0,1,1,1.0,9,9.0,0,0.33,0,1,9.1,9.1,0.91
3439,2022,5,RB,Dontrell Hilliard,FA,15,9,0,0,0,0,0.0,1,1,1.0,13,13.0,1,0.5,0,1,8.3,8.3,0.0
3440,2022,5,RB,David Montgomery,DET,15,10,2,11,5.5,1,1.0,0,0,0.0,0,0,0,0.0,0,1,7.1,7.1,0.92
3441,2022,5,RB,Breece Hall,NYJ,15,11,3,10,3.3,1,0.5,0,0,0.0,0,0,0,0.0,0,1,7.0,7.0,0.99
3442,2022,5,RB,Avery Williams,ATL,15,12,1,8,8.0,1,0.25,0,0,0.0,0,0,0,0.0,0,1,6.8,6.8,0.0
3443,2022,5,RB,Joshua Kelley,LAC,15,13,2,7,3.5,1,0.4,0,0,0.0,0,0,0,0.0,0,1,6.7,6.7,0.07
3444,2022,5,RB,Gary Brightwell,NYG,15,14,2,5,2.5,1,0.5,0,0,0.0,0,0,0,0.0,0,1,6.5,6.5,0.0
3445,2022,5,RB,Saquon Barkley,PHI,15,15,1,2,2.0,1,0.25,0,0,0.0,0,0,0,0.0,0,1,6.2,6.2,1.0
3446,2022,5,RB,Dameon Pierce,HOU,15,16,2,2,1.0,1,1.0,0,0,0.0,0,0,0,0.0,0,1,6.2,6.2,0.3
3447,2022,5,RB,Kareem Hunt,CLE,15,17,2,2,1.0,1,0.4,0,0,0.0,0,0,0,0.0,0,1,6.2,6.2,0.27
3448,2022,5,RB,Josh Jacobs,GB,15,18,1,1,1.0,1,1.0,0,0,0.0,0,0,0,0.0,0,1,6.1,6.1,0.97
3449,2022,5,RB,Jeff Wilson Jr.,MIA,15,19,2,0,0.0,1,0.5,0,0,0.0,0,0,0,0.0,0,1,6.0,6.0,0.07
3450,2022,5,RB,Nick Chubb,CLE,15,20,3,-2,-0.7,1,0.6,0,0,0.0,0,0,0,0.0,0,1,5.8,5.8,0.55
3451,2022,5,RB,Alexander Mattison,LV,15,21,2,8,4.0,0,0.33,1,1,1.0,11,11.0,0,1.0,0,1,2.9,2.9,0.41
3452,2022,5,RB,Clyde Edwards-Helaire,KC,15,22,1,-4,-4.0,0,0.5,2,2,1.0,10,5.0,0,1.0,0,1,2.6,2.6,0.22
3453,2022,5,RB,Miles Sanders,CAR,15,23,4,10,2.5,0,1.0,0,0,0.0,0,0,0,0.0,0,1,1.0,1.0,0.34
3454,2022,5,RB,Melvin Gordon III,FA,15,24,6,10,1.7,0,0.86,0,0,0.0,0,0,0,0.0,0,1,1.0,1.0,0.0
3455,2022,5,RB,Aaron Jones,MIN,15,25,2,9,4.5,0,1.0,0,0,0.0,0,0,0,0.0,0,1,0.9,0.9,0.91
3456,2022,5,RB,Alvin Kamara,NO,15,26,2,8,4.0,0,1.0,0,0,0.0,0,0,0,0.0,0,1,0.8,0.8,0.98
3457,2022,5,RB,Tyler Allgeier,ATL,15,27,3,7,2.3,0,0.75,0,0,0.0,0,0,0,0.0,0,1,0.7,0.7,0.61
3458,2022,5,RB,Joe Mixon,HOU,15,28,1,4,4.0,0,1.0,0,0,0.0,0,0,0,0.0,0,1,0.4,0.4,0.99
3459,2022,5,RB,Mike Davis,FA,15,29,1,3,3.0,0,1.0,0,0,0.0,0,0,0,0.0,0,1,0.3,0.3,0.01
3460,2022,5,RB,Matt Breida,NYG,15,30,1,3,3.0,0,0.25,0,0,0.0,0,0,0,0.0,0,1,0.3,0.3,0.01
3461,2022,5,RB,Kenneth Walker III,SEA,15,31,1,2,2.0,0,1.0,0,0,0.0,0,0,0,0.0,0,1,0.2,0.2,0.97
3462,2022,5,RB,Najee Harris,PIT,15,32,2,2,1.0,0,1.0,0,0,0.0,0,0,0,0.0,0,1,0.2,0.2,0.9
3463,2022,5,RB,James Robinson,NO,15,33,1,1,1.0,0,1.0,0,0,0.0,0,0,0,0.0,0,1,0.1,0.1,0.0
3464,2022,5,RB,Mike Boone,CAR,15,34,1,1,1.0,0,0.14,0,0,0.0,0,0,0,0.0,0,1,0.1,0.1,0.0
3465,2022,5,RB,Cam Akers,MIN,15,35,1,1,1.0,0,1.0,0,0,0.0,0,0,0,0.0,0,1,0.1,0.1,0.09
3466,2022,5,RB,Jerick McKinnon,KC,15,36,1,1,1.0,0,0.5,0,0,0.0,0,0,0,0.0,0,1,0.1,0.1,0.16
3467,2022,5,RB,Damien Harris,FA,15,37,1,0,0.0,0,0.5,0,0,0.0,0,0,0,0.0,0,1,0.0,0.0,0.05
3468,2022,5,RB,Sony Michel,FA,15,38,1,0,0.0,0,0.2,0,0,0.0,0,0,0,0.0,0,1,0.0,0.0,0.0
3469,2022,5,RB,Myles Gaskin,MIN,15,39,0,0,0,0,0.0,0,2,0.0,0,0,0,0.67,0,1,0.0,0.0,0.0
3470,2022,5,RB,Christian McCaffrey,SF,15,40,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,1,0.0,0.0,1.0
3471,2022,5,RB,J.D. McKissic,FA,15,41,0,0,0,0,0.0,0,2,0.0,0,0,0,1.0,0,1,0.0,0.0,0.0
3472,2022,5,RB,Mark Ingram II,FA,15,42,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,1,0.0,0.0,0.0
3473,2022,5,RB,Rhamondre Stevenson,NE,15,43,1,-2,-2.0,0,0.5,0,0,0.0,0,0,0,0.0,0,1,-0.2,-0.2,0.82
3474,2022,5,RB,Tevin Coleman,FA,10,1,2,3,1.5,1,0.5,1,1,1.0,9,9.0,1,1.0,0,1,14.2,14.2,0.0
3475,2022,5,RB,Derrick Henry,BAL,10,2,4,5,1.3,2,1.0,1,1,1.0,6,6.0,0,1.0,0,1,14.1,14.1,0.99
3476,2022,5,RB,Leonard Fournette,FA,10,3,1,1,1.0,1,1.0,1,1,1.0,1,1.0,1,1.0,0,1,13.2,13.2,0.02
3477,2022,5,RB,Dalvin Cook,BAL,10,4,3,7,2.3,2,0.6,0,0,0.0,0,0,0,0.0,0,1,12.7,12.7,0.1
3478,2022,5,RB,Michael Carter,ARI,10,5,3,6,2.0,2,0.6,0,0,0.0,0,0,0,0.0,0,1,12.6,12.6,0.01
3479,2022,5,RB,David Montgomery,DET,10,6,1,9,9.0,1,1.0,0,0,0.0,0,0,0,0.0,0,1,6.9,6.9,0.92
3480,2022,5,RB,Avery Williams,ATL,10,7,1,8,8.0,1,0.5,0,0,0.0,0,0,0,0.0,0,1,6.8,6.8,0.0
3481,2022,5,RB,Joshua Kelley,LAC,10,8,2,7,3.5,1,0.5,0,0,0.0,0,0,0,0.0,0,1,6.7,6.7,0.07
3482,2022,5,RB,Breece Hall,NYJ,10,9,2,5,2.5,1,0.4,0,0,0.0,0,0,0,0.0,0,1,6.5,6.5,0.99
3483,2022,5,RB,Dameon Pierce,HOU,10,10,2,2,1.0,1,1.0,0,0,0.0,0,0,0,0.0,0,1,6.2,6.2,0.3
3484,2022,5,RB,Saquon Barkley,PHI,10,11,1,2,2.0,1,0.33,0,0,0.0,0,0,0,0.0,0,1,6.2,6.2,1.0
3485,2022,5,RB,Gary Brightwell,NYG,10,12,1,2,2.0,1,0.33,0,0,0.0,0,0,0,0.0,0,1,6.2,6.2,0.0
3486,2022,5,RB,Kareem Hunt,CLE,10,13,1,2,2.0,1,0.33,0,0,0.0,0,0,0,0.0,0,1,6.2,6.2,0.27
3487,2022,5,RB,Nick Chubb,CLE,10,14,2,1,0.5,1,0.67,0,0,0.0,0,0,0,0.0,0,1,6.1,6.1,0.55
3488,2022,5,RB,Josh Jacobs,GB,10,15,1,1,1.0,1,1.0,0,0,0.0,0,0,0,0.0,0,1,6.1,6.1,0.97
3489,2022,5,RB,Jeff Wilson Jr.,MIA,10,16,2,0,0.0,1,0.5,0,0,0.0,0,0,0,0.0,0,1,6.0,6.0,0.07
3490,2022,5,RB,Clyde Edwards-Helaire,KC,10,17,0,0,0,0,0.0,2,2,1.0,10,5.0,0,1.0,0,1,3.0,3.0,0.22
3491,2022,5,RB,Raheem Mostert,MIA,10,18,0,0,0,0,0.0,1,1,1.0,9,9.0,0,1.0,0,1,1.9,1.9,0.91
3492,2022,5,RB,Austin Ekeler,WAS,10,19,1,-2,-2.0,0,0.25,1,1,1.0,1,1.0,0,1.0,0,1,0.9,0.9,0.92
3493,2022,5,RB,Alexander Mattison,LV,10,20,2,8,4.0,0,0.4,0,0,0.0,0,0,0,0.0,0,1,0.8,0.8,0.41
3494,2022,5,RB,Miles Sanders,CAR,10,21,3,7,2.3,0,1.0,0,0,0.0,0,0,0,0.0,0,1,0.7,0.7,0.34
3495,2022,5,RB,Joe Mixon,HOU,10,22,1,4,4.0,0,1.0,0,0,0.0,0,0,0,0.0,0,1,0.4,0.4,0.99
3496,2022,5,RB,Matt Breida,NYG,10,23,1,3,3.0,0,0.33,0,0,0.0,0,0,0,0.0,0,1,0.3,0.3,0.01
3497,2022,5,RB,Tyler Allgeier,ATL,10,24,1,2,2.0,0,0.5,0,0,0.0,0,0,0,0.0,0,1,0.2,0.2,0.61
3498,2022,5,RB,Aaron Jones,MIN,10,25,1,2,2.0,0,1.0,0,0,0.0,0,0,0,0.0,0,1,0.2,0.2,0.91
3499,2022,5,RB,James Robinson,NO,10,26,1,1,1.0,0,1.0,0,0,0.0,0,0,0,0.0,0,1,0.1,0.1,0.0
3500,2022,5,RB,Mark Ingram II,FA,10,27,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,1,0.0,0.0,0.0
3501,2022,5,RB,Christian McCaffrey,SF,10,28,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,1,0.0,0.0,1.0
3502,2022,5,RB,Melvin Gordon III,FA,10,29,2,0,0.0,0,1.0,0,0,0.0,0,0,0,0.0,0,1,0.0,0.0,0.0
3503,2022,5,RB,J.D. McKissic,FA,10,30,0,0,0,0,0.0,0,2,0.0,0,0,0,1.0,0,1,0.0,0.0,0.0
3504,2022,5,RB,Sony Michel,FA,10,31,1,0,0.0,0,0.25,0,0,0.0,0,0,0,0.0,0,1,0.0,0.0,0.0
3505,2022,5,RB,Najee Harris,PIT,10,32,1,-1,-1.0,0,1.0,0,0,0.0,0,0,0,0.0,0,1,-0.1,-0.1,0.9
3506,2022,5,RB,Leonard Fournette,FA,5,1,1,1,1.0,1,1.0,1,1,1.0,1,1.0,1,1.0,0,1,13.2,13.2,0.02
3507,2022,5,RB,Dalvin Cook,BAL,5,2,3,7,2.3,2,1.0,0,0,0.0,0,0,0,0.0,0,1,12.7,12.7,0.1
3508,2022,5,RB,Derrick Henry,BAL,5,3,3,3,1.0,2,1.0,0,0,0.0,0,0,0,0.0,0,1,12.3,12.3,0.99
3509,2022,5,RB,Michael Carter,ARI,5,4,2,2,1.0,2,0.5,0,0,0.0,0,0,0,0.0,0,1,12.2,12.2,0.01
3510,2022,5,RB,Breece Hall,NYJ,5,5,2,5,2.5,1,0.5,0,0,0.0,0,0,0,0.0,0,1,6.5,6.5,0.99
3511,2022,5,RB,Joshua Kelley,LAC,5,6,1,5,5.0,1,0.5,0,0,0.0,0,0,0,0.0,0,1,6.5,6.5,0.07
3512,2022,5,RB,Tevin Coleman,FA,5,7,2,3,1.5,1,0.5,0,0,0.0,0,0,0,0.0,0,1,6.3,6.3,0.0
3513,2022,5,RB,Gary Brightwell,NYG,5,8,1,2,2.0,1,0.5,0,0,0.0,0,0,0,0.0,0,1,6.2,6.2,0.0
3514,2022,5,RB,Dameon Pierce,HOU,5,9,2,2,1.0,1,1.0,0,0,0.0,0,0,0,0.0,0,1,6.2,6.2,0.3
3515,2022,5,RB,Kareem Hunt,CLE,5,10,1,2,2.0,1,0.33,0,0,0.0,0,0,0,0.0,0,1,6.2,6.2,0.27
3516,2022,5,RB,Saquon Barkley,PHI,5,11,1,2,2.0,1,0.5,0,0,0.0,0,0,0,0.0,0,1,6.2,6.2,1.0
3517,2022,5,RB,Josh Jacobs,GB,5,12,1,1,1.0,1,1.0,0,0,0.0,0,0,0,0.0,0,1,6.1,6.1,0.97
3518,2022,5,RB,Nick Chubb,CLE,5,13,2,1,0.5,1,0.67,0,0,0.0,0,0,0,0.0,0,1,6.1,6.1,0.55
3519,2022,5,RB,Jeff Wilson Jr.,MIA,5,14,2,0,0.0,1,0.5,0,0,0.0,0,0,0,0.0,0,1,6.0,6.0,0.07
3520,2022,5,RB,Clyde Edwards-Helaire,KC,5,15,0,0,0,0,0.0,1,1,1.0,4,4.0,0,1.0,0,1,1.4,1.4,0.22
3521,2022,5,RB,Joe Mixon,HOU,5,16,1,4,4.0,0,1.0,0,0,0.0,0,0,0,0.0,0,1,0.4,0.4,0.99
3522,2022,5,RB,Miles Sanders,CAR,5,17,1,2,2.0,0,1.0,0,0,0.0,0,0,0,0.0,0,1,0.2,0.2,0.34
3523,2022,5,RB,Sony Michel,FA,5,18,1,0,0.0,0,0.5,0,0,0.0,0,0,0,0.0,0,1,0.0,0.0,0.0
3524,2022,5,RB,Christian McCaffrey,SF,5,19,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,1,0.0,0.0,1.0
3525,2022,5,RB,J.D. McKissic,FA,5,20,0,0,0,0,0.0,0,2,0.0,0,0,0,1.0,0,1,0.0,0.0,0.0
3526,2022,5,RB,Mark Ingram II,FA,5,21,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,1,0.0,0.0,0.0
3527,2022,6,RB,Deon Jackson,NYG,20,1,3,22,7.3,1,1.0,1,1,1.0,6,6.0,0,1.0,0,1,9.8,9.8,0.01
3528,2022,6,RB,Saquon Barkley,PHI,20,2,7,28,4.0,1,0.88,0,0,0.0,0,0,0,0.0,0,1,8.8,8.8,1.0
3529,2022,6,RB,Rhamondre Stevenson,NE,20,3,6,8,1.3,1,0.75,1,2,0.5,7,7.0,0,1.0,0,1,8.5,8.5,0.82
3530,2022,6,RB,Najee Harris,PIT,20,4,2,6,3.0,0,0.67,1,1,1.0,6,6.0,1,1.0,0,1,8.2,8.2,0.9
3531,2022,6,RB,Ezekiel Elliott,NE,20,5,3,21,7.0,1,1.0,0,0,0.0,0,0,0,0.0,0,1,8.1,8.1,0.47
3532,2022,6,RB,Darrell Henderson Jr.,FA,20,6,2,4,2.0,1,0.67,1,2,0.5,7,7.0,0,0.67,0,1,8.1,8.1,0.03
3533,2022,6,RB,Leonard Fournette,FA,20,7,5,0,0.0,0,1.0,1,1,1.0,11,11.0,1,0.33,0,1,8.1,8.1,0.02
3534,2022,6,RB,Joe Mixon,HOU,20,8,0,0,0,0,0.0,1,2,0.5,9,9.0,1,0.67,0,1,7.9,7.9,0.99
3535,2022,6,RB,Kenneth Walker III,SEA,20,9,5,16,3.2,1,1.0,0,0,0.0,0,0,0,0.0,0,1,7.6,7.6,0.97
3536,2022,6,RB,Brian Robinson Jr.,WAS,20,10,4,13,3.3,1,1.0,0,0,0.0,0,0,0,0.0,0,1,7.3,7.3,0.85
3537,2022,6,RB,Austin Ekeler,WAS,20,11,3,10,3.3,1,0.6,0,2,0.0,0,0,0,1.0,0,1,7.0,7.0,0.92
3538,2022,6,RB,Miles Sanders,CAR,20,12,2,4,2.0,1,0.67,0,0,0.0,0,0,0,0.0,0,1,6.4,6.4,0.34
3539,2022,6,RB,Alvin Kamara,NO,20,13,2,2,1.0,0,0.67,3,4,0.75,8,2.7,0,1.0,0,1,4.0,4.0,0.98
3540,2022,6,RB,Caleb Huntley,FA,20,14,6,33,5.5,0,0.75,0,0,0.0,0,0,0,0.0,0,1,3.3,3.3,0.0
3541,2022,6,RB,Chase Edmonds,TB,20,15,0,0,0,0,0.0,1,1,1.0,14,14.0,0,1.0,0,1,2.4,2.4,0.01
3542,2022,6,RB,Ronnie Rivers,LAR,20,16,0,0,0,0,0.0,1,1,1.0,14,14.0,0,0.33,0,1,2.4,2.4,0.01
3543,2022,6,RB,Dalvin Cook,BAL,20,17,1,5,5.0,0,1.0,1,1,1.0,6,6.0,0,1.0,0,1,2.1,2.1,0.1
3544,2022,6,RB,Devin Singletary,NYG,20,18,1,7,7.0,0,1.0,1,2,0.5,4,4.0,0,1.0,0,1,2.1,2.1,0.83
3545,2022,6,RB,Christian McCaffrey,SF,20,19,0,0,0,0,0.0,1,1,1.0,5,5.0,0,1.0,0,1,1.5,1.5,1.0
3546,2022,6,RB,Samaje Perine,DEN,20,20,0,0,0,0,0.0,1,1,1.0,2,2.0,0,0.33,0,1,1.2,1.2,0.13
3547,2022,6,RB,Rachaad White,TB,20,21,0,0,0,0,0.0,1,2,0.5,2,2.0,0,0.67,0,1,1.2,1.2,0.97
3548,2022,6,RB,Michael Carter,ARI,20,22,3,11,3.7,0,0.38,0,0,0.0,0,0,0,0.0,0,1,1.1,1.1,0.01
3549,2022,6,RB,Travis Etienne Jr.,JAC,20,23,2,6,3.0,0,0.5,0,0,0.0,0,0,0,0.0,0,1,0.6,0.6,1.0
3550,2022,6,RB,David Montgomery,DET,20,24,2,6,3.0,0,0.5,0,0,0.0,0,0,0,0.0,0,1,0.6,0.6,0.92
3551,2022,6,RB,Jeff Wilson Jr.,MIA,20,25,1,5,5.0,0,0.33,0,0,0.0,0,0,0,0.0,0,1,0.5,0.5,0.07
3552,2022,6,RB,Nick Chubb,CLE,20,26,1,5,5.0,0,1.0,0,0,0.0,0,0,0,0.0,0,1,0.5,0.5,0.55
3553,2022,6,RB,James Robinson,NO,20,27,2,5,2.5,0,0.5,0,0,0.0,0,0,0,0.0,0,1,0.5,0.5,0.0
3554,2022,6,RB,Sony Michel,FA,20,28,2,5,2.5,0,0.4,0,0,0.0,0,0,0,0.0,0,1,0.5,0.5,0.0
3555,2022,6,RB,Kevin Harris,NE,20,29,2,4,2.0,0,0.25,0,0,0.0,0,0,0,0.0,0,1,0.4,0.4,0.0
3556,2022,6,RB,Raheem Mostert,MIA,20,30,1,4,4.0,0,1.0,0,0,0.0,0,0,0,0.0,0,1,0.4,0.4,0.91
3557,2022,6,RB,Breece Hall,NYJ,20,31,5,2,0.4,0,0.62,0,0,0.0,0,0,0,0.0,0,1,0.2,0.2,0.99
3558,2022,6,RB,Kenyan Drake,FA,20,32,1,2,2.0,0,1.0,0,0,0.0,0,0,0,0.0,0,1,0.2,0.2,0.0
3559,2022,6,RB,Eno Benjamin,NO,20,33,1,2,2.0,0,0.5,0,0,0.0,0,0,0,0.0,0,1,0.2,0.2,0.0
3560,2022,6,RB,Tyler Allgeier,ATL,20,34,2,2,1.0,0,0.25,0,0,0.0,0,0,0,0.0,0,1,0.2,0.2,0.61
3561,2022,6,RB,Jaylen Warren,PIT,20,35,1,1,1.0,0,0.33,0,0,0.0,0,0,0,0.0,0,1,0.1,0.1,0.83
3562,2022,6,RB,Matt Breida,NYG,20,36,1,1,1.0,0,0.12,0,0,0.0,0,0,0,0.0,0,1,0.1,0.1,0.01
3563,2022,6,RB,Clyde Edwards-Helaire,KC,20,37,2,0,0.0,0,0.67,0,0,0.0,0,0,0,0.0,0,1,0.0,0.0,0.22
3564,2022,6,RB,Jerick McKinnon,KC,20,38,1,0,0.0,0,0.33,0,0,0.0,0,0,0,0.0,0,1,0.0,0.0,0.16
3565,2022,6,RB,Khalil Herbert,CHI,20,39,2,0,0.0,0,0.5,0,0,0.0,0,0,0,0.0,0,1,0.0,0.0,0.34
3566,2022,6,RB,Mike Boone,CAR,20,40,0,0,0,0,0.0,0,1,0.0,0,0,0,1.0,0,1,0.0,0.0,0.0
3567,2022,6,RB,Phillip Lindsay,FA,20,41,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,1,0.0,0.0,0.0
3568,2022,6,RB,Tevin Coleman,FA,20,42,2,0,0.0,0,0.67,0,0,0.0,0,0,0,0.0,0,1,0.0,0.0,0.0
3569,2022,6,RB,Mark Ingram II,FA,20,43,1,-1,-1.0,0,0.33,0,0,0.0,0,0,0,0.0,0,1,-0.1,-0.1,0.0
3570,2022,6,RB,Malcolm Brown,FA,20,44,1,-2,-2.0,0,0.33,0,0,0.0,0,0,0,0.0,0,1,-0.2,-0.2,0.0
3571,2022,6,RB,Boston Scott,PHI,20,45,1,-3,-3.0,0,0.33,0,0,0.0,0,0,0,0.0,0,1,-0.3,-0.3,0.0
3572,2022,6,RB,Keaontay Ingram,KC,20,46,1,-3,-3.0,0,0.5,0,0,0.0,0,0,0,0.0,0,1,-0.3,-0.3,0.01
3573,2022,6,RB,Rhamondre Stevenson,NE,15,1,6,8,1.3,1,0.86,1,2,0.5,7,7.0,0,1.0,0,1,8.5,8.5,0.82
3574,2022,6,RB,Deon Jackson,NYG,15,2,3,22,7.3,1,1.0,0,0,0.0,0,0,0,0.0,0,1,8.2,8.2,0.01
3575,2022,6,RB,Saquon Barkley,PHI,15,3,6,21,3.5,1,0.86,0,0,0.0,0,0,0,0.0,0,1,8.1,8.1,1.0
3576,2022,6,RB,Najee Harris,PIT,15,4,1,5,5.0,0,0.5,1,1,1.0,6,6.0,1,1.0,0,1,8.1,8.1,0.9
3577,2022,6,RB,Darrell Henderson Jr.,FA,15,5,2,4,2.0,1,0.67,1,2,0.5,7,7.0,0,1.0,0,1,8.1,8.1,0.03
3578,2022,6,RB,Leonard Fournette,FA,15,6,5,0,0.0,0,1.0,1,1,1.0,11,11.0,1,0.5,0,1,8.1,8.1,0.02
3579,2022,6,RB,Joe Mixon,HOU,15,7,0,0,0,0,0.0,1,2,0.5,9,9.0,1,1.0,0,1,7.9,7.9,0.99
3580,2022,6,RB,Ezekiel Elliott,NE,15,8,1,14,14.0,1,1.0,0,0,0.0,0,0,0,0.0,0,1,7.4,7.4,0.47
3581,2022,6,RB,Kenneth Walker III,SEA,15,9,4,12,3.0,1,1.0,0,0,0.0,0,0,0,0.0,0,1,7.2,7.2,0.97
3582,2022,6,RB,Brian Robinson Jr.,WAS,15,10,3,9,3.0,1,1.0,0,0,0.0,0,0,0,0.0,0,1,6.9,6.9,0.85
3583,2022,6,RB,Austin Ekeler,WAS,15,11,2,6,3.0,1,0.67,0,0,0.0,0,0,0,0.0,0,1,6.6,6.6,0.92
3584,2022,6,RB,Miles Sanders,CAR,15,12,2,4,2.0,1,1.0,0,0,0.0,0,0,0,0.0,0,1,6.4,6.4,0.34
3585,2022,6,RB,Caleb Huntley,FA,15,13,5,17,3.4,0,0.83,0,0,0.0,0,0,0,0.0,0,1,1.7,1.7,0.0
3586,2022,6,RB,Dalvin Cook,BAL,15,14,0,0,0,0,0.0,1,1,1.0,6,6.0,0,1.0,0,1,1.6,1.6,0.1
3587,2022,6,RB,Christian McCaffrey,SF,15,15,0,0,0,0,0.0,1,1,1.0,5,5.0,0,1.0,0,1,1.5,1.5,1.0
3588,2022,6,RB,Rachaad White,TB,15,16,0,0,0,0,0.0,1,1,1.0,2,2.0,0,0.5,0,1,1.2,1.2,0.97
3589,2022,6,RB,Michael Carter,ARI,15,17,3,11,3.7,0,0.5,0,0,0.0,0,0,0,0.0,0,1,1.1,1.1,0.01
3590,2022,6,RB,Devin Singletary,NYG,15,18,1,7,7.0,0,1.0,0,1,0.0,0,0,0,1.0,0,1,0.7,0.7,0.83
3591,2022,6,RB,Travis Etienne Jr.,JAC,15,19,2,6,3.0,0,0.5,0,0,0.0,0,0,0,0.0,0,1,0.6,0.6,1.0
3592,2022,6,RB,James Robinson,NO,15,20,2,5,2.5,0,0.5,0,0,0.0,0,0,0,0.0,0,1,0.5,0.5,0.0
3593,2022,6,RB,Sony Michel,FA,15,21,1,3,3.0,0,0.33,0,0,0.0,0,0,0,0.0,0,1,0.3,0.3,0.0
3594,2022,6,RB,Kevin Harris,NE,15,22,1,3,3.0,0,0.14,0,0,0.0,0,0,0,0.0,0,1,0.3,0.3,0.0
3595,2022,6,RB,Tyler Allgeier,ATL,15,23,1,3,3.0,0,0.17,0,0,0.0,0,0,0,0.0,0,1,0.3,0.3,0.61
3596,2022,6,RB,Kenyan Drake,FA,15,24,1,2,2.0,0,1.0,0,0,0.0,0,0,0,0.0,0,1,0.2,0.2,0.0
3597,2022,6,RB,Eno Benjamin,NO,15,25,1,2,2.0,0,1.0,0,0,0.0,0,0,0,0.0,0,1,0.2,0.2,0.0
3598,2022,6,RB,Jaylen Warren,PIT,15,26,1,1,1.0,0,0.5,0,0,0.0,0,0,0,0.0,0,1,0.1,0.1,0.83
3599,2022,6,RB,Tevin Coleman,FA,15,27,1,1,1.0,0,1.0,0,0,0.0,0,0,0,0.0,0,1,0.1,0.1,0.0
3600,2022,6,RB,David Montgomery,DET,15,28,1,1,1.0,0,0.33,0,0,0.0,0,0,0,0.0,0,1,0.1,0.1,0.92
3601,2022,6,RB,Matt Breida,NYG,15,29,1,1,1.0,0,0.14,0,0,0.0,0,0,0,0.0,0,1,0.1,0.1,0.01
3602,2022,6,RB,Clyde Edwards-Helaire,KC,15,30,1,0,0.0,0,0.5,0,0,0.0,0,0,0,0.0,0,1,0.0,0.0,0.22
3603,2022,6,RB,Mike Boone,CAR,15,31,0,0,0,0,0.0,0,1,0.0,0,0,0,1.0,0,1,0.0,0.0,0.0
3604,2022,6,RB,Khalil Herbert,CHI,15,32,2,0,0.0,0,0.67,0,0,0.0,0,0,0,0.0,0,1,0.0,0.0,0.34
3605,2022,6,RB,Phillip Lindsay,FA,15,33,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,1,0.0,0.0,0.0
3606,2022,6,RB,Jerick McKinnon,KC,15,34,1,0,0.0,0,0.5,0,0,0.0,0,0,0,0.0,0,1,0.0,0.0,0.16
3607,2022,6,RB,Breece Hall,NYJ,15,35,3,-2,-0.7,0,0.5,0,0,0.0,0,0,0,0.0,0,1,-0.2,-0.2,0.99
3608,2022,6,RB,Alvin Kamara,NO,15,36,1,-2,-2.0,0,1.0,0,0,0.0,0,0,0,0.0,0,1,-0.2,-0.2,0.98
3609,2022,6,RB,Malcolm Brown,FA,15,37,1,-2,-2.0,0,0.33,0,0,0.0,0,0,0,0.0,0,1,-0.2,-0.2,0.0
3610,2022,6,RB,Joe Mixon,HOU,10,1,0,0,0,0,0.0,1,2,0.5,9,9.0,1,1.0,0,1,7.9,7.9,0.99
3611,2022,6,RB,Najee Harris,PIT,10,2,0,0,0,0,0.0,1,1,1.0,6,6.0,1,1.0,0,1,7.6,7.6,0.9
3612,2022,6,RB,Saquon Barkley,PHI,10,3,4,13,3.3,1,1.0,0,0,0.0,0,0,0,0.0,0,1,7.3,7.3,1.0
